Number	Header	Position	Time	Altitude	Leg Length	Leg Time	Leg Speed	Leg Course
513	Trackpoint	N6 14.026 W75 34.051	29/04/2024 12:42	1509	12	0:00:01	42 kph	144° true
514	Trackpoint	N6 14.022 W75 34.046	29/04/2024 12:42	1510	11	0:00:01	41 kph	138° true
515	Trackpoint	N6 14.017 W75 34.042	29/04/2024 12:42	1511	12	0:00:01	42 kph	133° true
516	Trackpoint	N6 14.013 W75 34.037	29/04/2024 12:42	1511	12	0:00:01	42 kph	132° true
517	Trackpoint	N6 14.008 W75 34.032	29/04/2024 12:42	1511	12	0:00:01	44 kph	134° true
518	Trackpoint	N6 14.004 W75 34.027	29/04/2024 12:42	1512	12	0:00:01	44 kph	133° true
519	Trackpoint	N6 14.000 W75 34.022	29/04/2024 12:42	1512	12	0:00:01	44 kph	130° true
520	Trackpoint	N6 13.995 W75 34.018	29/04/2024 12:42	1513	12	0:00:01	44 kph	138° true
521	Trackpoint	N6 13.990 W75 34.013	29/04/2024 12:42	1514	12	0:00:01	45 kph	135° true
522	Trackpoint	N6 13.985 W75 34.009	29/04/2024 12:42	1514	12	0:00:01	45 kph	143° true
523	Trackpoint	N6 13.980 W75 34.004	29/04/2024 12:42	1515	12	0:00:01	45 kph	136° true
524	Trackpoint	N6 13.975 W75 34.000	29/04/2024 12:42	1516	13	0:00:01	45 kph	137° true
525	Trackpoint	N6 13.970 W75 33.995	29/04/2024 12:42	1516	13	0:00:01	47 kph	138° true
526	Trackpoint	N6 13.960 W75 33.999	29/04/2024 12:42	1517	20	0:00:01	72 kph	199° true
527	Trackpoint	N6 13.954 W75 33.995	29/04/2024 12:42	1518	13	0:00:01	46 kph	150° true
528	Trackpoint	N6 13.948 W75 33.991	29/04/2024 12:42	1519	13	0:00:01	46 kph	149° true
529	Trackpoint	N6 13.942 W75 33.988	29/04/2024 12:42	1520	13	0:00:01	47 kph	151° true
530	Trackpoint	N6 13.936 W75 33.984	29/04/2024 12:42	1520	13	0:00:01	48 kph	148° true
531	Trackpoint	N6 13.929 W75 33.981	29/04/2024 12:42	1521	13	0:00:01	48 kph	151° true
532	Trackpoint	N6 13.923 W75 33.977	29/04/2024 12:42	1522	13	0:00:01	47 kph	151° true
533	Trackpoint	N6 13.917 W75 33.974	29/04/2024 12:42	1522	13	0:00:01	47 kph	149° true
534	Trackpoint	N6 13.911 W75 33.970	29/04/2024 12:42	1523	13	0:00:01	47 kph	150° true
535	Trackpoint	N6 13.905 W75 33.967	29/04/2024 12:42	1524	13	0:00:01	47 kph	153° true
536	Trackpoint	N6 13.899 W75 33.963	29/04/2024 12:42	1524	13	0:00:01	46 kph	150° true
537	Trackpoint	N6 13.893 W75 33.960	29/04/2024 12:42	1525	13	0:00:01	47 kph	152° true
538	Trackpoint	N6 13.886 W75 33.957	29/04/2024 12:42	1525	13	0:00:01	47 kph	156° true
539	Trackpoint	N6 13.880 W75 33.954	29/04/2024 12:42	1526	13	0:00:01	45 kph	156° true
540	Trackpoint	N6 13.874 W75 33.953	29/04/2024 12:42	1527	12	0:00:01	43 kph	168° true
541	Trackpoint	N6 13.867 W75 33.952	29/04/2024 12:42	1528	12	0:00:01	43 kph	175° true
542	Trackpoint	N6 13.861 W75 33.953	29/04/2024 12:42	1529	12	0:00:01	44 kph	183° true
543	Trackpoint	N6 13.854 W75 33.954	29/04/2024 12:42	1530	12	0:00:01	43 kph	190° true
544	Trackpoint	N6 13.848 W75 33.955	29/04/2024 12:42	1531	12	0:00:01	42 kph	194° true
545	Trackpoint	N6 13.842 W75 33.957	29/04/2024 12:42	1532	12	0:00:01	42 kph	197° true
546	Trackpoint	N6 13.837 W75 33.960	29/04/2024 12:42	1532	11	0:00:01	40 kph	206° true
547	Trackpoint	N6 13.832 W75 33.963	29/04/2024 12:42	1533	11	0:00:01	38 kph	208° true
548	Trackpoint	N6 13.827 W75 33.965	29/04/2024 12:42	1534	10	0:00:01	38 kph	209° true
549	Trackpoint	N6 13.822 W75 33.969	29/04/2024 12:42	1535	11	0:00:01	39 kph	217° true
550	Trackpoint	N6 13.817 W75 33.973	29/04/2024 12:42	1536	11	0:00:01	41 kph	219° true
551	Trackpoint	N6 13.813 W75 33.977	29/04/2024 12:42	1536	11	0:00:01	40 kph	222° true
552	Trackpoint	N6 13.809 W75 33.980	29/04/2024 12:42	1537	11	0:00:01	38 kph	218° true
553	Trackpoint	N6 13.803 W75 33.983	29/04/2024 12:42	1538	11	0:00:01	38 kph	205° true
554	Trackpoint	N6 13.799 W75 33.985	29/04/2024 12:42	1539	10	0:00:01	36 kph	206° true
555	Trackpoint	N6 13.794 W75 33.987	29/04/2024 12:42	1539	10	0:00:01	34 kph	200° true
556	Trackpoint	N6 13.788 W75 33.988	29/04/2024 12:42	1540	10	0:00:01	35 kph	188° true
557	Trackpoint	N6 13.783 W75 33.989	29/04/2024 12:42	1540	10	0:00:01	36 kph	199° true
558	Trackpoint	N6 13.778 W75 33.991	29/04/2024 12:42	1541	10	0:00:01	36 kph	195° true
559	Trackpoint	N6 13.773 W75 33.993	29/04/2024 12:42	1542	10	0:00:01	36 kph	202° true
560	Trackpoint	N6 13.768 W75 33.994	29/04/2024 12:42	1542	10	0:00:01	38 kph	191° true
561	Trackpoint	N6 13.762 W75 33.995	29/04/2024 12:42	1543	11	0:00:01	39 kph	194° true
562	Trackpoint	N6 13.756 W75 33.996	29/04/2024 12:42	1543	11	0:00:01	39 kph	189° true
563	Trackpoint	N6 13.751 W75 33.997	29/04/2024 12:42	1544	11	0:00:01	39 kph	190° true
564	Trackpoint	N6 13.745 W75 33.998	29/04/2024 12:42	1545	11	0:00:01	39 kph	188° true
565	Trackpoint	N6 13.739 W75 33.998	29/04/2024 12:42	1546	11	0:00:01	40 kph	184° true
566	Trackpoint	N6 13.733 W75 33.999	29/04/2024 12:42	1546	11	0:00:01	40 kph	188° true
567	Trackpoint	N6 13.727 W75 34.000	29/04/2024 12:43	1547	11	0:00:01	39 kph	190° true
568	Trackpoint	N6 13.721 W75 34.001	29/04/2024 12:43	1548	11	0:00:01	39 kph	184° true
569	Trackpoint	N6 13.715 W75 34.001	29/04/2024 12:43	1549	11	0:00:01	40 kph	180° true
570	Trackpoint	N6 13.709 W75 34.001	29/04/2024 12:43	1550	11	0:00:01	40 kph	180° true
571	Trackpoint	N6 13.703 W75 34.000	29/04/2024 12:43	1550	11	0:00:01	41 kph	171° true
572	Trackpoint	N6 13.698 W75 33.998	29/04/2024 12:43	1551	11	0:00:01	41 kph	160° true
573	Trackpoint	N6 13.692 W75 33.995	29/04/2024 12:43	1551	11	0:00:01	41 kph	153° true
574	Trackpoint	N6 13.687 W75 33.991	29/04/2024 12:43	1552	12	0:00:01	42 kph	144° true
575	Trackpoint	N6 13.682 W75 33.987	29/04/2024 12:43	1553	12	0:00:01	43 kph	139° true
576	Trackpoint	N6 13.678 W75 33.982	29/04/2024 12:43	1553	12	0:00:01	43 kph	133° true
577	Trackpoint	N6 13.673 W75 33.977	29/04/2024 12:43	1553	13	0:00:01	46 kph	132° true
578	Trackpoint	N6 13.669 W75 33.971	29/04/2024 12:43	1554	13	0:00:01	47 kph	126° true
579	Trackpoint	N6 13.665 W75 33.966	29/04/2024 12:43	1554	13	0:00:01	47 kph	128° true
580	Trackpoint	N6 13.660 W75 33.960	29/04/2024 12:43	1554	13	0:00:01	46 kph	127° true
581	Trackpoint	N6 13.657 W75 33.955	29/04/2024 12:43	1555	12	0:00:01	45 kph	125° true
582	Trackpoint	N6 13.652 W75 33.949	29/04/2024 12:43	1555	12	0:00:01	45 kph	128° true
583	Trackpoint	N6 13.648 W75 33.944	29/04/2024 12:43	1556	12	0:00:01	44 kph	128° true
584	Trackpoint	N6 13.644 W75 33.940	29/04/2024 12:43	1556	12	0:00:01	43 kph	139° true
585	Trackpoint	N6 13.638 W75 33.936	29/04/2024 12:43	1557	12	0:00:01	44 kph	142° true
586	Trackpoint	N6 13.633 W75 33.932	29/04/2024 12:43	1557	12	0:00:01	44 kph	145° true
587	Trackpoint	N6 13.628 W75 33.928	29/04/2024 12:43	1558	12	0:00:01	42 kph	142° true
588	Trackpoint	N6 13.623 W75 33.924	29/04/2024 12:43	1558	11	0:00:01	41 kph	142° true
589	Trackpoint	N6 13.618 W75 33.920	29/04/2024 12:43	1559	11	0:00:01	41 kph	142° true
590	Trackpoint	N6 13.613 W75 33.917	29/04/2024 12:43	1559	12	0:00:01	42 kph	141° true
591	Trackpoint	N6 13.608 W75 33.912	29/04/2024 12:43	1560	12	0:00:01	43 kph	140° true
592	Trackpoint	N6 13.603 W75 33.909	29/04/2024 12:43	1560	12	0:00:01	42 kph	146° true
593	Trackpoint	N6 13.598 W75 33.905	29/04/2024 12:43	1561	12	0:00:01	42 kph	146° true
594	Trackpoint	N6 13.593 W75 33.902	29/04/2024 12:43	1562	12	0:00:01	42 kph	147° true
595	Trackpoint	N6 13.588 W75 33.899	29/04/2024 12:43	1562	11	0:00:01	41 kph	147° true
596	Trackpoint	N6 13.582 W75 33.896	29/04/2024 12:43	1562	11	0:00:01	40 kph	150° true
597	Trackpoint	N6 13.577 W75 33.893	29/04/2024 12:43	1563	11	0:00:01	39 kph	153° true
598	Trackpoint	N6 13.572 W75 33.891	29/04/2024 12:43	1563	10	0:00:01	37 kph	162° true
599	Trackpoint	N6 13.567 W75 33.890	29/04/2024 12:43	1563	11	0:00:01	39 kph	165° true
600	Trackpoint	N6 13.561 W75 33.891	29/04/2024 12:43	1563	10	0:00:01	37 kph	189° true
601	Trackpoint	N6 13.556 W75 33.892	29/04/2024 12:43	1564	10	0:00:01	36 kph	196° true
602	Trackpoint	N6 13.551 W75 33.894	29/04/2024 12:43	1564	9	0:00:01	33 kph	203° true
603	Trackpoint	N6 13.547 W75 33.896	29/04/2024 12:43	1564	9	0:00:01	32 kph	205° true
604	Trackpoint	N6 13.543 W75 33.899	29/04/2024 12:43	1565	10	0:00:01	34 kph	211° true
605	Trackpoint	N6 13.538 W75 33.902	29/04/2024 12:43	1566	10	0:00:01	37 kph	211° true
606	Trackpoint	N6 13.533 W75 33.905	29/04/2024 12:43	1567	11	0:00:01	38 kph	215° true
607	Trackpoint	N6 13.528 W75 33.908	29/04/2024 12:43	1568	11	0:00:01	41 kph	213° true
608	Trackpoint	N6 13.523 W75 33.911	29/04/2024 12:43	1569	11	0:00:01	40 kph	208° true
609	Trackpoint	N6 13.518 W75 33.914	29/04/2024 12:43	1569	11	0:00:01	39 kph	208° true
610	Trackpoint	N6 13.512 W75 33.917	29/04/2024 12:43	1570	11	0:00:01	40 kph	207° true
611	Trackpoint	N6 13.506 W75 33.919	29/04/2024 12:43	1570	12	0:00:01	42 kph	197° true
612	Trackpoint	N6 13.499 W75 33.920	29/04/2024 12:43	1571	13	0:00:01	46 kph	188° true
613	Trackpoint	N6 13.492 W75 33.919	29/04/2024 12:43	1571	13	0:00:01	46 kph	180° true
614	Trackpoint	N6 13.485 W75 33.918	29/04/2024 12:43	1572	13	0:00:01	47 kph	171° true
615	Trackpoint	N6 13.479 W75 33.917	29/04/2024 12:43	1572	13	0:00:01	47 kph	166° true
616	Trackpoint	N6 13.472 W75 33.914	29/04/2024 12:43	1573	13	0:00:01	47 kph	162° true
617	Trackpoint	N6 13.465 W75 33.913	29/04/2024 12:43	1573	13	0:00:01	48 kph	165° true
618	Trackpoint	N6 13.458 W75 33.911	29/04/2024 12:43	1574	13	0:00:01	48 kph	164° true
619	Trackpoint	N6 13.451 W75 33.909	29/04/2024 12:43	1574	13	0:00:01	48 kph	166° true
620	Trackpoint	N6 13.445 W75 33.907	29/04/2024 12:43	1575	13	0:00:01	45 kph	163° true
621	Trackpoint	N6 13.438 W75 33.904	29/04/2024 12:43	1575	13	0:00:01	47 kph	158° true
622	Trackpoint	N6 13.432 W75 33.904	29/04/2024 12:43	1576	12	0:00:01	44 kph	178° true
623	Trackpoint	N6 13.425 W75 33.904	29/04/2024 12:43	1577	12	0:00:01	44 kph	181° true
624	Trackpoint	N6 13.419 W75 33.909	29/04/2024 12:43	1577	15	0:00:01	54 kph	220° true
625	Trackpoint	N6 13.412 W75 33.910	29/04/2024 12:43	1578	12	0:00:01	44 kph	187° true
626	Trackpoint	N6 13.406 W75 33.909	29/04/2024 12:43	1578	12	0:00:01	45 kph	173° true
627	Trackpoint	N6 13.399 W75 33.909	29/04/2024 12:44	1579	12	0:00:01	43 kph	181° true
628	Trackpoint	N6 13.393 W75 33.910	29/04/2024 12:44	1580	11	0:00:01	41 kph	185° true
629	Trackpoint	N6 13.388 W75 33.911	29/04/2024 12:44	1580	11	0:00:01	38 kph	191° true
630	Trackpoint	N6 13.382 W75 33.912	29/04/2024 12:44	1581	10	0:00:01	36 kph	192° true
631	Trackpoint	N6 13.377 W75 33.913	29/04/2024 12:44	1581	10	0:00:01	35 kph	187° true
632	Trackpoint	N6 13.372 W75 33.913	29/04/2024 12:44	1582	9	0:00:01	33 kph	187° true
633	Trackpoint	N6 13.367 W75 33.914	29/04/2024 12:44	1582	9	0:00:01	33 kph	188° true
634	Trackpoint	N6 13.362 W75 33.915	29/04/2024 12:44	1582	9	0:00:01	33 kph	193° true
635	Trackpoint	N6 13.358 W75 33.916	29/04/2024 12:44	1583	9	0:00:01	33 kph	191° true
636	Trackpoint	N6 13.353 W75 33.917	29/04/2024 12:44	1583	10	0:00:01	34 kph	192° true
637	Trackpoint	N6 13.347 W75 33.918	29/04/2024 12:44	1584	10	0:00:01	35 kph	188° true
638	Trackpoint	N6 13.342 W75 33.919	29/04/2024 12:44	1584	10	0:00:01	36 kph	190° true
639	Trackpoint	N6 13.337 W75 33.919	29/04/2024 12:44	1584	10	0:00:01	37 kph	189° true
640	Trackpoint	N6 13.331 W75 33.921	29/04/2024 12:44	1585	11	0:00:01	38 kph	192° true
641	Trackpoint	N6 13.325 W75 33.922	29/04/2024 12:44	1585	11	0:00:01	39 kph	192° true
642	Trackpoint	N6 13.320 W75 33.923	29/04/2024 12:44	1586	11	0:00:01	39 kph	186° true
643	Trackpoint	N6 13.314 W75 33.923	29/04/2024 12:44	1586	11	0:00:01	40 kph	186° true
644	Trackpoint	N6 13.308 W75 33.924	29/04/2024 12:44	1587	11	0:00:01	41 kph	186° true
645	Trackpoint	N6 13.301 W75 33.924	29/04/2024 12:44	1588	12	0:00:01	42 kph	186° true
646	Trackpoint	N6 13.295 W75 33.925	29/04/2024 12:44	1588	12	0:00:01	43 kph	184° true
647	Trackpoint	N6 13.289 W75 33.926	29/04/2024 12:44	1589	12	0:00:01	44 kph	188° true
648	Trackpoint	N6 13.282 W75 33.927	29/04/2024 12:44	1589	12	0:00:01	44 kph	187° true
649	Trackpoint	N6 13.275 W75 33.928	29/04/2024 12:44	1590	12	0:00:01	45 kph	190° true
650	Trackpoint	N6 13.269 W75 33.929	29/04/2024 12:44	1590	12	0:00:01	45 kph	194° true
651	Trackpoint	N6 13.262 W75 33.932	29/04/2024 12:44	1591	13	0:00:01	45 kph	200° true
652	Trackpoint	N6 13.257 W75 33.935	29/04/2024 12:44	1591	12	0:00:01	43 kph	215° true
653	Trackpoint	N6 13.253 W75 33.940	29/04/2024 12:44	1592	11	0:00:01	41 kph	228° true
654	Trackpoint	N6 13.250 W75 33.945	29/04/2024 12:44	1592	12	0:00:01	42 kph	236° true
655	Trackpoint	N6 13.247 W75 33.951	29/04/2024 12:44	1593	12	0:00:01	43 kph	244° true
656	Trackpoint	N6 13.244 W75 33.957	29/04/2024 12:44	1593	12	0:00:01	43 kph	244° true
657	Trackpoint	N6 13.241 W75 33.962	29/04/2024 12:44	1594	11	0:00:01	40 kph	238° true
658	Trackpoint	N6 13.238 W75 33.968	29/04/2024 12:44	1594	11	0:00:01	41 kph	244° true
659	Trackpoint	N6 13.235 W75 33.973	29/04/2024 12:44	1595	12	0:00:01	43 kph	236° true
660	Trackpoint	N6 13.231 W75 33.978	29/04/2024 12:44	1595	11	0:00:01	41 kph	231° true
661	Trackpoint	N6 13.226 W75 33.981	29/04/2024 12:44	1596	10	0:00:01	37 kph	217° true
662	Trackpoint	N6 13.221 W75 33.984	29/04/2024 12:44	1596	10	0:00:01	36 kph	208° true
663	Trackpoint	N6 13.216 W75 33.985	29/04/2024 12:44	1597	11	0:00:01	39 kph	192° true
664	Trackpoint	N6 13.210 W75 33.986	29/04/2024 12:44	1598	11	0:00:01	41 kph	186° true
665	Trackpoint	N6 13.203 W75 33.986	29/04/2024 12:44	1598	11	0:00:01	41 kph	181° true
666	Trackpoint	N6 13.197 W75 33.985	29/04/2024 12:44	1599	11	0:00:01	41 kph	173° true
667	Trackpoint	N6 13.191 W75 33.983	29/04/2024 12:44	1600	12	0:00:01	42 kph	162° true
668	Trackpoint	N6 13.185 W75 33.980	29/04/2024 12:44	1601	12	0:00:01	43 kph	156° true
669	Trackpoint	N6 13.180 W75 33.978	29/04/2024 12:44	1601	12	0:00:01	42 kph	158° true
670	Trackpoint	N6 13.173 W75 33.976	29/04/2024 12:44	1601	12	0:00:01	43 kph	160° true
671	Trackpoint	N6 13.167 W75 33.974	29/04/2024 12:44	1602	12	0:00:01	43 kph	160° true
672	Trackpoint	N6 13.161 W75 33.971	29/04/2024 12:44	1602	12	0:00:01	42 kph	159° true
673	Trackpoint	N6 13.155 W75 33.970	29/04/2024 12:44	1603	11	0:00:01	41 kph	165° true
674	Trackpoint	N6 13.149 W75 33.968	29/04/2024 12:44	1603	11	0:00:01	41 kph	167° true
675	Trackpoint	N6 13.143 W75 33.968	29/04/2024 12:44	1604	12	0:00:01	42 kph	173° true
676	Trackpoint	N6 13.137 W75 33.967	29/04/2024 12:44	1604	12	0:00:01	42 kph	174° true
677	Trackpoint	N6 13.131 W75 33.967	29/04/2024 12:44	1605	11	0:00:01	41 kph	178° true
678	Trackpoint	N6 13.125 W75 33.967	29/04/2024 12:44	1605	11	0:00:01	40 kph	179° true
679	Trackpoint	N6 13.119 W75 33.968	29/04/2024 12:44	1606	10	0:00:01	38 kph	190° true
680	Trackpoint	N6 13.114 W75 33.968	29/04/2024 12:44	1606	9	0:00:01	33 kph	183° true
681	Trackpoint	N6 13.110 W75 33.967	29/04/2024 12:44	1606	9	0:00:01	33 kph	168° true
682	Trackpoint	N6 13.105 W75 33.965	29/04/2024 12:44	1607	9	0:00:01	33 kph	161° true
683	Trackpoint	N6 13.100 W75 33.963	29/04/2024 12:44	1607	10	0:00:01	35 kph	158° true
684	Trackpoint	N6 13.096 W75 33.960	29/04/2024 12:44	1608	10	0:00:01	35 kph	148° true
685	Trackpoint	N6 13.091 W75 33.957	29/04/2024 12:44	1608	10	0:00:01	37 kph	139° true
686	Trackpoint	N6 13.088 W75 33.952	29/04/2024 12:44	1608	11	0:00:01	39 kph	124° true
687	Trackpoint	N6 13.086 W75 33.946	29/04/2024 12:45	1609	11	0:00:01	41 kph	115° true
688	Trackpoint	N6 13.084 W75 33.940	29/04/2024 12:45	1609	11	0:00:01	41 kph	103° true
689	Trackpoint	N6 13.083 W75 33.934	29/04/2024 12:45	1610	12	0:00:01	42 kph	98° true
690	Trackpoint	N6 13.083 W75 33.928	29/04/2024 12:45	1610	12	0:00:01	43 kph	94° true
691	Trackpoint	N6 13.083 W75 33.921	29/04/2024 12:45	1611	12	0:00:01	43 kph	88° true
692	Trackpoint	N6 13.084 W75 33.915	29/04/2024 12:45	1612	12	0:00:01	43 kph	84° true
693	Trackpoint	N6 13.084 W75 33.908	29/04/2024 12:45	1612	12	0:00:01	42 kph	86° true
694	Trackpoint	N6 13.084 W75 33.902	29/04/2024 12:45	1613	11	0:00:01	41 kph	88° true
695	Trackpoint	N6 13.084 W75 33.896	29/04/2024 12:45	1614	11	0:00:01	39 kph	89° true
696	Trackpoint	N6 13.084 W75 33.891	29/04/2024 12:45	1614	10	0:00:01	37 kph	93° true
697	Trackpoint	N6 13.083 W75 33.886	29/04/2024 12:45	1615	10	0:00:01	35 kph	102° true
698	Trackpoint	N6 13.082 W75 33.881	29/04/2024 12:45	1616	9	0:00:01	34 kph	105° true
699	Trackpoint	N6 13.079 W75 33.876	29/04/2024 12:45	1617	9	0:00:01	33 kph	120° true
700	Trackpoint	N6 13.076 W75 33.873	29/04/2024 12:45	1618	9	0:00:01	31 kph	133° true
701	Trackpoint	N6 13.072 W75 33.870	29/04/2024 12:45	1618	9	0:00:01	31 kph	144° true
702	Trackpoint	N6 13.069 W75 33.868	29/04/2024 12:45	1619	8	0:00:01	30 kph	148° true
703	Trackpoint	N6 13.065 W75 33.866	29/04/2024 12:45	1620	8	0:00:01	30 kph	155° true
704	Trackpoint	N6 13.060 W75 33.864	29/04/2024 12:45	1621	8	0:00:01	30 kph	157° true
705	Trackpoint	N6 13.056 W75 33.863	29/04/2024 12:45	1622	9	0:00:01	31 kph	166° true
706	Trackpoint	N6 13.051 W75 33.862	29/04/2024 12:45	1622	9	0:00:01	32 kph	167° true
707	Trackpoint	N6 13.046 W75 33.862	29/04/2024 12:45	1623	9	0:00:01	33 kph	179° true
708	Trackpoint	N6 13.041 W75 33.862	29/04/2024 12:45	1623	10	0:00:01	35 kph	184° true
709	Trackpoint	N6 13.036 W75 33.864	29/04/2024 12:45	1624	10	0:00:01	35 kph	193° true
710	Trackpoint	N6 13.031 W75 33.864	29/04/2024 12:45	1624	9	0:00:01	33 kph	182° true
711	Trackpoint	N6 13.026 W75 33.864	29/04/2024 12:45	1625	9	0:00:01	33 kph	185° true
712	Trackpoint	N6 13.021 W75 33.864	29/04/2024 12:45	1626	9	0:00:01	34 kph	180° true
713	Trackpoint	N6 13.016 W75 33.864	29/04/2024 12:45	1626	10	0:00:01	36 kph	183° true
714	Trackpoint	N6 13.010 W75 33.864	29/04/2024 12:45	1627	11	0:00:01	39 kph	174° true
715	Trackpoint	N6 13.004 W75 33.862	29/04/2024 12:45	1628	11	0:00:01	40 kph	159° true
716	Trackpoint	N6 12.999 W75 33.859	29/04/2024 12:45	1628	12	0:00:01	42 kph	154° true
717	Trackpoint	N6 12.993 W75 33.856	29/04/2024 12:45	1629	12	0:00:01	43 kph	154° true
718	Trackpoint	N6 12.988 W75 33.852	29/04/2024 12:45	1629	12	0:00:01	42 kph	138° true
719	Trackpoint	N6 12.983 W75 33.847	29/04/2024 12:45	1630	12	0:00:01	43 kph	137° true
720	Trackpoint	N6 12.979 W75 33.843	29/04/2024 12:45	1631	12	0:00:01	44 kph	133° true
721	Trackpoint	N6 12.974 W75 33.838	29/04/2024 12:45	1631	12	0:00:01	45 kph	136° true
722	Trackpoint	N6 12.969 W75 33.833	29/04/2024 12:45	1632	12	0:00:01	44 kph	135° true
723	Trackpoint	N6 12.965 W75 33.829	29/04/2024 12:45	1633	12	0:00:01	42 kph	140° true
724	Trackpoint	N6 12.961 W75 33.825	29/04/2024 12:45	1633	11	0:00:01	40 kph	133° true
725	Trackpoint	N6 12.957 W75 33.820	29/04/2024 12:45	1633	11	0:00:01	39 kph	129° true
726	Trackpoint	N6 12.953 W75 33.815	29/04/2024 12:45	1634	11	0:00:01	41 kph	126° true
727	Trackpoint	N6 12.949 W75 33.810	29/04/2024 12:45	1635	12	0:00:01	43 kph	128° true
728	Trackpoint	N6 12.946 W75 33.804	29/04/2024 12:45	1635	12	0:00:01	44 kph	119° true
729	Trackpoint	N6 12.943 W75 33.798	29/04/2024 12:45	1636	12	0:00:01	45 kph	115° true
730	Trackpoint	N6 12.941 W75 33.792	29/04/2024 12:45	1636	13	0:00:01	46 kph	112° true
731	Trackpoint	N6 12.938 W75 33.785	29/04/2024 12:45	1637	13	0:00:01	47 kph	112° true
732	Trackpoint	N6 12.936 W75 33.779	29/04/2024 12:45	1637	13	0:00:01	48 kph	109° true
733	Trackpoint	N6 12.934 W75 33.772	29/04/2024 12:45	1638	13	0:00:01	48 kph	107° true
734	Trackpoint	N6 12.932 W75 33.765	29/04/2024 12:45	1638	13	0:00:01	48 kph	107° true
735	Trackpoint	N6 12.930 W75 33.758	29/04/2024 12:45	1639	13	0:00:01	48 kph	105° true
736	Trackpoint	N6 12.928 W75 33.751	29/04/2024 12:45	1640	13	0:00:01	47 kph	104° true
737	Trackpoint	N6 12.926 W75 33.744	29/04/2024 12:45	1640	13	0:00:01	48 kph	105° true
738	Trackpoint	N6 12.924 W75 33.737	29/04/2024 12:45	1641	13	0:00:01	47 kph	104° true
739	Trackpoint	N6 12.922 W75 33.730	29/04/2024 12:45	1641	13	0:00:01	47 kph	106° true
740	Trackpoint	N6 12.921 W75 33.723	29/04/2024 12:45	1642	13	0:00:01	47 kph	103° true
741	Trackpoint	N6 12.919 W75 33.717	29/04/2024 12:45	1643	13	0:00:01	46 kph	107° true
742	Trackpoint	N6 12.917 W75 33.710	29/04/2024 12:45	1643	13	0:00:01	46 kph	103° true
743	Trackpoint	N6 12.916 W75 33.703	29/04/2024 12:45	1644	12	0:00:01	45 kph	100° true
744	Trackpoint	N6 12.915 W75 33.697	29/04/2024 12:45	1645	12	0:00:01	45 kph	101° true
745	Trackpoint	N6 12.913 W75 33.690	29/04/2024 12:45	1645	13	0:00:01	45 kph	105° true
746	Trackpoint	N6 12.912 W75 33.683	29/04/2024 12:45	1646	12	0:00:01	45 kph	102° true
747	Trackpoint	N6 12.910 W75 33.677	29/04/2024 12:46	1647	12	0:00:01	45 kph	104° true
748	Trackpoint	N6 12.909 W75 33.670	29/04/2024 12:46	1648	12	0:00:01	44 kph	102° true
749	Trackpoint	N6 12.908 W75 33.664	29/04/2024 12:46	1649	12	0:00:01	43 kph	98° true
750	Trackpoint	N6 12.907 W75 33.658	29/04/2024 12:46	1650	11	0:00:01	41 kph	100° true
751	Trackpoint	N6 12.905 W75 33.652	29/04/2024 12:46	1651	11	0:00:01	41 kph	101° true
752	Trackpoint	N6 12.905 W75 33.646	29/04/2024 12:46	1651	11	0:00:01	41 kph	99° true
753	Trackpoint	N6 12.903 W75 33.640	29/04/2024 12:46	1652	11	0:00:01	41 kph	105° true
754	Trackpoint	N6 12.902 W75 33.633	29/04/2024 12:46	1652	12	0:00:01	43 kph	102° true
755	Trackpoint	N6 12.901 W75 33.627	29/04/2024 12:46	1653	12	0:00:01	44 kph	99° true
756	Trackpoint	N6 12.899 W75 33.620	29/04/2024 12:46	1655	12	0:00:01	45 kph	102° true
757	Trackpoint	N6 12.898 W75 33.613	29/04/2024 12:46	1656	13	0:00:01	47 kph	101° true
758	Trackpoint	N6 12.896 W75 33.606	29/04/2024 12:46	1657	14	0:00:01	49 kph	101° true
759	Trackpoint	N6 12.895 W75 33.599	29/04/2024 12:46	1658	14	0:00:01	49 kph	101° true
760	Trackpoint	N6 12.893 W75 33.592	29/04/2024 12:46	1659	14	0:00:01	49 kph	103° true
761	Trackpoint	N6 12.892 W75 33.584	29/04/2024 12:46	1660	14	0:00:01	50 kph	101° true
762	Trackpoint	N6 12.890 W75 33.577	29/04/2024 12:46	1661	14	0:00:01	50 kph	103° true
763	Trackpoint	N6 12.889 W75 33.569	29/04/2024 12:46	1662	14	0:00:01	51 kph	101° true
764	Trackpoint	N6 12.887 W75 33.562	29/04/2024 12:46	1663	14	0:00:01	51 kph	102° true
765	Trackpoint	N6 12.885 W75 33.555	29/04/2024 12:46	1664	14	0:00:01	50 kph	104° true
766	Trackpoint	N6 12.883 W75 33.548	29/04/2024 12:46	1665	13	0:00:01	48 kph	104° true
767	Trackpoint	N6 12.882 W75 33.541	29/04/2024 12:46	1666	13	0:00:01	46 kph	104° true
768	Trackpoint	N6 12.880 W75 33.534	29/04/2024 12:46	1667	13	0:00:01	45 kph	102° true
769	Trackpoint	N6 12.879 W75 33.528	29/04/2024 12:46	1668	12	0:00:01	43 kph	105° true
770	Trackpoint	N6 12.877 W75 33.522	29/04/2024 12:46	1669	12	0:00:01	42 kph	103° true
