Number	Header	Position	Time	Altitude	Leg Length	Leg Time	Leg Speed	Leg Course
255	Trackpoint	N6 14.800 W75 34.531	29/04/2024 12:36	1477	10	0:00:01	36 kph	222° true
256	Trackpoint	N6 14.796 W75 34.535	29/04/2024 12:36	1478	10	0:00:01	36 kph	226° true
257	Trackpoint	N6 14.793 W75 34.539	29/04/2024 12:36	1478	10	0:00:01	36 kph	226° true
258	Trackpoint	N6 14.788 W75 34.542	29/04/2024 12:36	1479	10	0:00:01	37 kph	215° true
259	Trackpoint	N6 14.783 W75 34.545	29/04/2024 12:37	1479	10	0:00:01	36 kph	205° true
260	Trackpoint	N6 14.778 W75 34.546	29/04/2024 12:37	1479	10	0:00:01	35 kph	190° true
261	Trackpoint	N6 14.773 W75 34.545	29/04/2024 12:37	1478	10	0:00:01	35 kph	175° true
262	Trackpoint	N6 14.767 W75 34.543	29/04/2024 12:37	1478	10	0:00:01	37 kph	161° true
263	Trackpoint	N6 14.762 W75 34.541	29/04/2024 12:37	1478	11	0:00:01	41 kph	155° true
264	Trackpoint	N6 14.756 W75 34.538	29/04/2024 12:37	1478	12	0:00:01	42 kph	155° true
265	Trackpoint	N6 14.751 W75 34.535	29/04/2024 12:37	1477	11	0:00:01	41 kph	154° true
266	Trackpoint	N6 14.746 W75 34.533	29/04/2024 12:37	1477	10	0:00:01	37 kph	152° true
267	Trackpoint	N6 14.741 W75 34.531	29/04/2024 12:37	1477	9	0:00:01	33 kph	153° true
268	Trackpoint	N6 14.738 W75 34.528	29/04/2024 12:37	1477	8	0:00:01	27 kph	150° true
269	Trackpoint	N6 14.735 W75 34.527	29/04/2024 12:37	1476	6	0:00:01	20 kph	152° true
270	Trackpoint	N6 14.733 W75 34.526	29/04/2024 12:37	1476	4	0:00:01	15 kph	164° true
271	Trackpoint	N6 14.731 W75 34.526	29/04/2024 12:37	1476	3	0:00:01	12 kph	156° true
272	Trackpoint	N6 14.731 W75 34.525	29/04/2024 12:37	1476	2	0:00:01	6 kph	155° true
273	Trackpoint	N6 14.731 W75 34.525	29/04/2024 12:37	1476	1	0:00:01	3 kph	56° true
274	Trackpoint	N6 14.731 W75 34.526	29/04/2024 12:37	1476	1	0:00:01	4 kph	259° true
275	Trackpoint	N6 14.731 W75 34.526	29/04/2024 12:37	1476	0	0:00:01	0.4 kph	270° true
276	Trackpoint	N6 14.731 W75 34.525	29/04/2024 12:37	1476	0	0:00:01	2 kph	77° true
277	Trackpoint	N6 14.730 W75 34.527	29/04/2024 12:37	1476	3	0:00:01	9 kph	258° true
278	Trackpoint	N6 14.730 W75 34.527	29/04/2024 12:37	1476	0	0:00:01	0.4 kph	270° true
279	Trackpoint	N6 14.730 W75 34.527	29/04/2024 12:37	1476	0	0:00:01	1.2 kph	270° true
280	Trackpoint	N6 14.730 W75 34.527	29/04/2024 12:37	1476	0	0:00:01	0.8 kph	180° true
281	Trackpoint	N6 14.728 W75 34.527	29/04/2024 12:37	1476	5	0:00:01	18 kph	180° true
282	Trackpoint	N6 14.725 W75 34.527	29/04/2024 12:37	1476	5	0:00:01	18 kph	174° true
283	Trackpoint	N6 14.722 W75 34.526	29/04/2024 12:37	1476	5	0:00:13	1.4 kph	174° true
284	Trackpoint	N6 14.720 W75 34.526	29/04/2024 12:37	1476	5	0:00:01	18 kph	174° true
285	Trackpoint	N6 14.715 W75 34.526	29/04/2024 12:37	1476	9	0:00:01	31 kph	180° true
286	Trackpoint	N6 14.710 W75 34.526	29/04/2024 12:37	1476	9	0:00:01	34 kph	177° true
287	Trackpoint	N6 14.704 W75 34.526	29/04/2024 12:37	1476	11	0:00:01	40 kph	181° true
288	Trackpoint	N6 14.697 W75 34.526	29/04/2024 12:37	1476	13	0:00:01	45 kph	182° true
289	Trackpoint	N6 14.690 W75 34.526	29/04/2024 12:37	1476	13	0:00:01	46 kph	181° true
290	Trackpoint	N6 14.683 W75 34.526	29/04/2024 12:37	1477	13	0:00:01	47 kph	177° true
291	Trackpoint	N6 14.676 W75 34.527	29/04/2024 12:37	1477	13	0:00:01	48 kph	186° true
292	Trackpoint	N6 14.669 W75 34.527	29/04/2024 12:37	1477	14	0:00:01	49 kph	183° true
293	Trackpoint	N6 14.661 W75 34.528	29/04/2024 12:37	1477	14	0:00:01	51 kph	185° true
294	Trackpoint	N6 14.653 W75 34.528	29/04/2024 12:37	1477	14	0:00:01	52 kph	184° true
295	Trackpoint	N6 14.645 W75 34.529	29/04/2024 12:37	1477	15	0:00:01	53 kph	183° true
296	Trackpoint	N6 14.637 W75 34.529	29/04/2024 12:37	1478	15	0:00:01	54 kph	180° true
297	Trackpoint	N6 14.629 W75 34.529	29/04/2024 12:37	1478	15	0:00:01	55 kph	183° true
298	Trackpoint	N6 14.621 W75 34.529	29/04/2024 12:37	1478	15	0:00:01	56 kph	180° true
299	Trackpoint	N6 14.612 W75 34.529	29/04/2024 12:37	1478	16	0:00:01	57 kph	178° true
300	Trackpoint	N6 14.604 W75 34.529	29/04/2024 12:37	1478	16	0:00:01	57 kph	183° true
301	Trackpoint	N6 14.595 W75 34.530	29/04/2024 12:37	1478	16	0:00:01	59 kph	182° true
302	Trackpoint	N6 14.586 W75 34.530	29/04/2024 12:37	1478	16	0:00:01	59 kph	182° true
303	Trackpoint	N6 14.577 W75 34.530	29/04/2024 12:37	1478	16	0:00:01	58 kph	180° true
304	Trackpoint	N6 14.569 W75 34.530	29/04/2024 12:37	1478	15	0:00:01	55 kph	183° true
305	Trackpoint	N6 14.561 W75 34.530	29/04/2024 12:37	1478	15	0:00:01	55 kph	182° true
306	Trackpoint	N6 14.553 W75 34.531	29/04/2024 12:37	1478	15	0:00:01	55 kph	181° true
307	Trackpoint	N6 14.545 W75 34.531	29/04/2024 12:38	1478	15	0:00:01	55 kph	181° true
308	Trackpoint	N6 14.537 W75 34.531	29/04/2024 12:38	1478	15	0:00:01	53 kph	181° true
309	Trackpoint	N6 14.529 W75 34.531	29/04/2024 12:38	1478	14	0:00:01	51 kph	179° true
310	Trackpoint	N6 14.521 W75 34.531	29/04/2024 12:38	1478	14	0:00:01	50 kph	181° true
311	Trackpoint	N6 14.514 W75 34.530	29/04/2024 12:38	1478	14	0:00:01	51 kph	177° true
312	Trackpoint	N6 14.506 W75 34.530	29/04/2024 12:38	1478	14	0:00:01	51 kph	176° true
313	Trackpoint	N6 14.499 W75 34.531	29/04/2024 12:38	1478	14	0:00:01	52 kph	185° true
314	Trackpoint	N6 14.491 W75 34.531	29/04/2024 12:38	1479	14	0:00:01	50 kph	182° true
315	Trackpoint	N6 14.483 W75 34.531	29/04/2024 12:38	1479	14	0:00:01	51 kph	181° true
316	Trackpoint	N6 14.476 W75 34.531	29/04/2024 12:38	1479	14	0:00:01	51 kph	182° true
317	Trackpoint	N6 14.468 W75 34.531	29/04/2024 12:38	1479	14	0:00:01	51 kph	181° true
318	Trackpoint	N6 14.460 W75 34.532	29/04/2024 12:38	1479	14	0:00:01	52 kph	181° true
319	Trackpoint	N6 14.453 W75 34.532	29/04/2024 12:38	1479	14	0:00:01	51 kph	181° true
320	Trackpoint	N6 14.445 W75 34.532	29/04/2024 12:38	1479	14	0:00:01	50 kph	184° true
321	Trackpoint	N6 14.438 W75 34.532	29/04/2024 12:38	1479	14	0:00:01	49 kph	180° true
322	Trackpoint	N6 14.431 W75 34.532	29/04/2024 12:38	1479	13	0:00:01	46 kph	181° true
323	Trackpoint	N6 14.425 W75 34.533	29/04/2024 12:38	1479	11	0:00:01	41 kph	183° true
324	Trackpoint	N6 14.419 W75 34.533	29/04/2024 12:38	1479	10	0:00:01	36 kph	182° true
325	Trackpoint	N6 14.414 W75 34.534	29/04/2024 12:38	1480	9	0:00:01	33 kph	188° true
326	Trackpoint	N6 14.410 W75 34.536	29/04/2024 12:38	1480	9	0:00:01	32 kph	202° true
327	Trackpoint	N6 14.406 W75 34.538	29/04/2024 12:38	1480	8	0:00:01	30 kph	208° true
328	Trackpoint	N6 14.403 W75 34.540	29/04/2024 12:38	1480	8	0:00:01	28 kph	212° true
329	Trackpoint	N6 14.399 W75 34.542	29/04/2024 12:38	1480	7	0:00:01	25 kph	210° true
330	Trackpoint	N6 14.396 W75 34.544	29/04/2024 12:38	1480	7	0:00:01	25 kph	219° true
331	Trackpoint	N6 14.394 W75 34.547	29/04/2024 12:38	1480	7	0:00:01	25 kph	227° true
332	Trackpoint	N6 14.392 W75 34.550	29/04/2024 12:38	1481	8	0:00:01	28 kph	237° true
333	Trackpoint	N6 14.389 W75 34.554	29/04/2024 12:38	1481	8	0:00:01	30 kph	235° true
334	Trackpoint	N6 14.386 W75 34.558	29/04/2024 12:38	1481	8	0:00:01	30 kph	234° true
335	Trackpoint	N6 14.383 W75 34.561	29/04/2024 12:38	1481	8	0:00:01	27 kph	224° true
336	Trackpoint	N6 14.380 W75 34.563	29/04/2024 12:38	1481	8	0:00:01	28 kph	213° true
337	Trackpoint	N6 14.375 W75 34.563	29/04/2024 12:38	1482	9	0:00:01	31 kph	186° true
338	Trackpoint	N6 14.370 W75 34.563	29/04/2024 12:38	1481	9	0:00:01	34 kph	171° true
339	Trackpoint	N6 14.365 W75 34.561	29/04/2024 12:38	1481	10	0:00:01	37 kph	165° true
340	Trackpoint	N6 14.360 W75 34.560	29/04/2024 12:38	1481	10	0:00:01	35 kph	164° true
341	Trackpoint	N6 14.356 W75 34.557	29/04/2024 12:38	1481	9	0:00:01	33 kph	151° true
342	Trackpoint	N6 14.351 W75 34.555	29/04/2024 12:38	1481	9	0:00:01	33 kph	150° true
343	Trackpoint	N6 14.347 W75 34.552	29/04/2024 12:38	1481	10	0:00:01	35 kph	149° true
344	Trackpoint	N6 14.343 W75 34.549	29/04/2024 12:38	1481	8	0:00:01	30 kph	139° true
345	Trackpoint	N6 14.341 W75 34.546	29/04/2024 12:38	1481	8	0:00:01	28 kph	129° true
346	Trackpoint	N6 14.339 W75 34.543	29/04/2024 12:38	1481	7	0:00:01	25 kph	123° true
347	Trackpoint	N6 14.337 W75 34.540	29/04/2024 12:38	1481	6	0:00:01	22 kph	119° true
348	Trackpoint	N6 14.336 W75 34.537	29/04/2024 12:38	1481	5	0:00:01	19 kph	112° true
349	Trackpoint	N6 14.335 W75 34.535	29/04/2024 12:38	1481	4	0:00:01	14 kph	110° true
350	Trackpoint	N6 14.335 W75 34.534	29/04/2024 12:38	1481	2	0:00:01	8 kph	102° true
351	Trackpoint	N6 14.335 W75 34.533	29/04/2024 12:38	1481	1	0:00:01	5 kph	59° true
352	Trackpoint	N6 14.335 W75 34.533	29/04/2024 12:38	1481	0	0:00:01	0.8 kph	90° true
353	Trackpoint	N6 14.336 W75 34.533	29/04/2024 12:38	1481	0	0:00:01	1.1 kph	315° true
354	Trackpoint	N6 14.335 W75 34.533	29/04/2024 12:38	1481	0	0:00:01	0.6 kph	135° true
355	Trackpoint	N6 14.336 W75 34.533	29/04/2024 12:38	1481	1	0:00:01	2 kph	79° true
356	Trackpoint	N6 14.335 W75 34.533	29/04/2024 12:38	1481	1	0:00:01	2 kph	112° true
357	Trackpoint	N6 14.335 W75 34.532	29/04/2024 12:38	1481	1	0:00:01	2 kph	90° true
358	Trackpoint	N6 14.336 W75 34.532	29/04/2024 12:38	1481	2	0:00:01	6 kph	48° true
359	Trackpoint	N6 14.337 W75 34.529	29/04/2024 12:38	1481	5	0:00:01	19 kph	74° true
360	Trackpoint	N6 14.337 W75 34.527	29/04/2024 12:38	1481	2	0:00:01	9 kph	77° true
361	Trackpoint	N6 14.338 W75 34.524	29/04/2024 12:38	1480	7	0:00:01	27 kph	77° true
362	Trackpoint	N6 14.340 W75 34.520	29/04/2024 12:38	1480	8	0:00:01	28 kph	68° true
363	Trackpoint	N6 14.341 W75 34.515	29/04/2024 12:38	1481	9	0:00:01	31 kph	67° true
364	Trackpoint	N6 14.343 W75 34.511	29/04/2024 12:38	1481	9	0:00:01	33 kph	69° true
365	Trackpoint	N6 14.345 W75 34.506	29/04/2024 12:38	1481	10	0:00:01	35 kph	73° true
366	Trackpoint	N6 14.346 W75 34.501	29/04/2024 12:38	1481	10	0:00:01	35 kph	75° true
367	Trackpoint	N6 14.346 W75 34.496	29/04/2024 12:39	1482	9	0:00:01	33 kph	86° true
368	Trackpoint	N6 14.345 W75 34.491	29/04/2024 12:39	1482	9	0:00:01	33 kph	101° true
369	Trackpoint	N6 14.344 W75 34.486	29/04/2024 12:39	1482	9	0:00:01	31 kph	107° true
370	Trackpoint	N6 14.343 W75 34.483	29/04/2024 12:39	1482	7	0:00:01	25 kph	106° true
371	Trackpoint	N6 14.342 W75 34.480	29/04/2024 12:39	1482	6	0:00:01	20 kph	111° true
372	Trackpoint	N6 14.340 W75 34.478	29/04/2024 12:39	1482	5	0:00:01	19 kph	125° true
373	Trackpoint	N6 14.339 W75 34.475	29/04/2024 12:39	1482	6	0:00:01	21 kph	115° true
374	Trackpoint	N6 14.338 W75 34.472	29/04/2024 12:39	1482	6	0:00:01	21 kph	109° true
375	Trackpoint	N6 14.336 W75 34.469	29/04/2024 12:39	1482	6	0:00:01	22 kph	120° true
376	Trackpoint	N6 14.335 W75 34.466	29/04/2024 12:39	1482	6	0:00:01	23 kph	107° true
377	Trackpoint	N6 14.334 W75 34.462	29/04/2024 12:39	1482	7	0:00:01	24 kph	117° true
378	Trackpoint	N6 14.332 W75 34.458	29/04/2024 12:39	1482	9	0:00:01	33 kph	111° true
379	Trackpoint	N6 14.330 W75 34.453	29/04/2024 12:39	1482	10	0:00:01	37 kph	115° true
380	Trackpoint	N6 14.327 W75 34.448	29/04/2024 12:39	1482	10	0:00:01	35 kph	116° true
381	Trackpoint	N6 14.325 W75 34.443	29/04/2024 12:39	1482	9	0:00:01	33 kph	117° true
382	Trackpoint	N6 14.323 W75 34.440	29/04/2024 12:39	1482	8	0:00:01	27 kph	115° true
383	Trackpoint	N6 14.322 W75 34.436	29/04/2024 12:39	1482	6	0:00:01	22 kph	106° true
384	Trackpoint	N6 14.321 W75 34.433	29/04/2024 12:39	1482	8	0:00:01	27 kph	107° true
385	Trackpoint	N6 14.320 W75 34.428	29/04/2024 12:39	1482	8	0:00:01	28 kph	106° true
386	Trackpoint	N6 14.319 W75 34.424	29/04/2024 12:39	1482	8	0:00:01	29 kph	109° true
387	Trackpoint	N6 14.317 W75 34.420	29/04/2024 12:39	1482	8	0:00:01	30 kph	109° true
388	Trackpoint	N6 14.315 W75 34.416	29/04/2024 12:39	1482	9	0:00:01	31 kph	113° true
389	Trackpoint	N6 14.313 W75 34.411	29/04/2024 12:39	1482	10	0:00:01	35 kph	113° true
390	Trackpoint	N6 14.311 W75 34.407	29/04/2024 12:39	1482	8	0:00:01	31 kph	114° true
391	Trackpoint	N6 14.310 W75 34.402	29/04/2024 12:39	1482	9	0:00:01	31 kph	111° true
392	Trackpoint	N6 14.308 W75 34.398	29/04/2024 12:39	1482	9	0:00:01	33 kph	113° true
393	Trackpoint	N6 14.306 W75 34.394	29/04/2024 12:39	1482	8	0:00:01	29 kph	114° true
394	Trackpoint	N6 14.305 W75 34.391	29/04/2024 12:39	1482	6	0:00:02	11 kph	117° true
395	Trackpoint	N6 14.304 W75 34.389	29/04/2024 12:39	1483	3	0:00:01	12 kph	113° true
396	Trackpoint	N6 14.303 W75 34.388	29/04/2024 12:39	1483	3	0:00:01	11 kph	114° true
397	Trackpoint	N6 14.303 W75 34.387	29/04/2024 12:39	1483	1	0:00:01	5 kph	109° true
398	Trackpoint	N6 14.303 W75 34.386	29/04/2024 12:39	1483	1	0:00:01	4 kph	90° true
399	Trackpoint	N6 14.303 W75 34.385	29/04/2024 12:39	1483	2	0:00:01	8 kph	101° true
400	Trackpoint	N6 14.302 W75 34.383	29/04/2024 12:39	1483	4	0:00:01	15 kph	109° true
401	Trackpoint	N6 14.301 W75 34.381	29/04/2024 12:39	1483	4	0:00:01	15 kph	114° true
402	Trackpoint	N6 14.299 W75 34.379	29/04/2024 12:39	1483	5	0:00:01	19 kph	128° true
403	Trackpoint	N6 14.299 W75 34.377	29/04/2024 12:39	1483	4	0:00:01	14 kph	113° true
404	Trackpoint	N6 14.297 W75 34.374	29/04/2024 12:39	1483	6	0:00:01	21 kph	112° true
405	Trackpoint	N6 14.296 W75 34.372	29/04/2024 12:39	1483	5	0:00:01	18 kph	117° true
406	Trackpoint	N6 14.296 W75 34.370	29/04/2024 12:39	1483	2	0:00:01	9 kph	120° true
407	Trackpoint	N6 14.295 W75 34.369	29/04/2024 12:39	1483	2	0:00:01	8 kph	108° true
408	Trackpoint	N6 14.295 W75 34.369	29/04/2024 12:39	1483	1	0:00:01	5 kph	147° true
409	Trackpoint	N6 14.294 W75 34.368	29/04/2024 12:39	1483	1	0:00:01	3 kph	111° true
410	Trackpoint	N6 14.294 W75 34.368	29/04/2024 12:39	1483	1	0:00:01	2 kph	135° true
411	Trackpoint	N6 14.294 W75 34.367	29/04/2024 12:39	1483	2	0:00:01	6 kph	122° true
412	Trackpoint	N6 14.293 W75 34.366	29/04/2024 12:39	1483	2	0:00:01	7 kph	112° true
413	Trackpoint	N6 14.293 W75 34.366	29/04/2024 12:39	1483	2	0:00:01	6 kph	122° true
414	Trackpoint	N6 14.292 W75 34.365	29/04/2024 12:39	1483	2	0:00:01	6 kph	125° true
415	Trackpoint	N6 14.292 W75 34.364	29/04/2024 12:39	1483	2	0:00:01	6 kph	122° true
416	Trackpoint	N6 14.291 W75 34.363	29/04/2024 12:39	1483	2	0:00:01	6 kph	125° true
417	Trackpoint	N6 14.291 W75 34.362	29/04/2024 12:39	1483	2	0:00:01	6 kph	125° true
418	Trackpoint	N6 14.290 W75 34.362	29/04/2024 12:39	1483	2	0:00:01	6 kph	122° true
419	Trackpoint	N6 14.290 W75 34.361	29/04/2024 12:39	1483	2	0:00:01	6 kph	125° true
420	Trackpoint	N6 14.289 W75 34.360	29/04/2024 12:40	1483	2	0:00:40	0.2 kph	123° true
421	Trackpoint	N6 14.289 W75 34.359	29/04/2024 12:40	1483	2	0:00:01	6 kph	122° true
422	Trackpoint	N6 14.287 W75 34.357	29/04/2024 12:40	1483	4	0:00:01	16 kph	119° true
423	Trackpoint	N6 14.286 W75 34.354	29/04/2024 12:40	1482	6	0:00:01	21 kph	113° true
424	Trackpoint	N6 14.285 W75 34.352	29/04/2024 12:40	1482	5	0:00:01	18 kph	117° true
425	Trackpoint	N6 14.284 W75 34.350	29/04/2024 12:40	1483	4	0:00:01	15 kph	110° true
426	Trackpoint	N6 14.284 W75 34.348	29/04/2024 12:40	1483	3	0:00:01	12 kph	102° true
427	Trackpoint	N6 14.284 W75 34.347	29/04/2024 12:40	1483	1	0:00:01	4 kph	100° true
428	Trackpoint	N6 14.283 W75 34.345	29/04/2024 12:40	1483	4	0:00:01	15 kph	104° true
429	Trackpoint	N6 14.283 W75 34.344	29/04/2024 12:40	1483	2	0:00:01	6 kph	115° true
430	Trackpoint	N6 14.282 W75 34.342	29/04/2024 12:40	1483	5	0:00:01	17 kph	118° true
431	Trackpoint	N6 14.280 W75 34.338	29/04/2024 12:40	1483	7	0:00:01	26 kph	109° true
432	Trackpoint	N6 14.279 W75 34.335	29/04/2024 12:40	1483	6	0:00:01	21 kph	109° true
433	Trackpoint	N6 14.278 W75 34.332	29/04/2024 12:40	1483	7	0:00:01	27 kph	115° true
434	Trackpoint	N6 14.277 W75 34.329	29/04/2024 12:40	1483	5	0:00:01	19 kph	107° true
435	Trackpoint	N6 14.274 W75 34.326	29/04/2024 12:40	1483	7	0:00:01	23 kph	137° true
436	Trackpoint	N6 14.272 W75 34.323	29/04/2024 12:40	1483	7	0:00:01	27 kph	116° true
437	Trackpoint	N6 14.270 W75 34.319	29/04/2024 12:40	1483	9	0:00:01	32 kph	115° true
438	Trackpoint	N6 14.269 W75 34.314	29/04/2024 12:40	1483	9	0:00:01	32 kph	111° true
439	Trackpoint	N6 14.267 W75 34.310	29/04/2024 12:40	1483	8	0:00:01	30 kph	109° true
440	Trackpoint	N6 14.266 W75 34.307	29/04/2024 12:40	1483	5	0:00:01	17 kph	113° true
441	Trackpoint	N6 14.266 W75 34.306	29/04/2024 12:40	1483	2	0:00:01	7 kph	108° true
442	Trackpoint	N6 14.266 W75 34.306	29/04/2024 12:40	1483	1	0:00:01	2 kph	22° true
443	Trackpoint	N6 14.266 W75 34.305	29/04/2024 12:40	1483	2	0:00:01	7 kph	115° true
444	Trackpoint	N6 14.265 W75 34.303	29/04/2024 12:40	1483	4	0:00:01	13 kph	100° true
445	Trackpoint	N6 14.265 W75 34.301	29/04/2024 12:40	1483	5	0:00:01	17 kph	103° true
446	Trackpoint	N6 14.264 W75 34.298	29/04/2024 12:40	1483	6	0:00:01	21 kph	108° true
447	Trackpoint	N6 14.263 W75 34.294	29/04/2024 12:41	1483	7	0:00:01	25 kph	112° true
448	Trackpoint	N6 14.261 W75 34.291	29/04/2024 12:41	1483	8	0:00:01	28 kph	113° true
449	Trackpoint	N6 14.259 W75 34.286	29/04/2024 12:41	1483	9	0:00:01	32 kph	117° true
450	Trackpoint	N6 14.257 W75 34.282	29/04/2024 12:41	1483	8	0:00:01	30 kph	112° true
451	Trackpoint	N6 14.254 W75 34.278	29/04/2024 12:41	1483	9	0:00:01	34 kph	122° true
452	Trackpoint	N6 14.252 W75 34.274	29/04/2024 12:41	1483	9	0:00:01	31 kph	116° true
453	Trackpoint	N6 14.251 W75 34.270	29/04/2024 12:41	1484	7	0:00:01	27 kph	115° true
454	Trackpoint	N6 14.249 W75 34.266	29/04/2024 12:41	1484	8	0:00:01	29 kph	114° true
455	Trackpoint	N6 14.247 W75 34.262	29/04/2024 12:41	1484	8	0:00:01	29 kph	113° true
456	Trackpoint	N6 14.245 W75 34.257	29/04/2024 12:41	1484	10	0:00:01	35 kph	113° true
457	Trackpoint	N6 14.243 W75 34.252	29/04/2024 12:41	1484	10	0:00:01	37 kph	111° true
458	Trackpoint	N6 14.241 W75 34.246	29/04/2024 12:41	1484	11	0:00:01	38 kph	112° true
459	Trackpoint	N6 14.239 W75 34.241	29/04/2024 12:41	1484	11	0:00:01	39 kph	108° true
460	Trackpoint	N6 14.238 W75 34.236	29/04/2024 12:41	1484	10	0:00:01	37 kph	109° true
461	Trackpoint	N6 14.236 W75 34.230	29/04/2024 12:41	1484	11	0:00:01	40 kph	103° true
462	Trackpoint	N6 14.235 W75 34.224	29/04/2024 12:41	1485	11	0:00:01	41 kph	100° true
463	Trackpoint	N6 14.234 W75 34.218	29/04/2024 12:41	1485	11	0:00:01	38 kph	102° true
464	Trackpoint	N6 14.233 W75 34.213	29/04/2024 12:41	1485	10	0:00:01	37 kph	102° true
465	Trackpoint	N6 14.232 W75 34.208	29/04/2024 12:41	1485	10	0:00:01	35 kph	105° true
466	Trackpoint	N6 14.230 W75 34.203	29/04/2024 12:41	1485	10	0:00:01	34 kph	103° true
467	Trackpoint	N6 14.229 W75 34.198	29/04/2024 12:41	1485	9	0:00:01	31 kph	106° true
468	Trackpoint	N6 14.227 W75 34.194	29/04/2024 12:41	1486	8	0:00:01	29 kph	114° true
469	Trackpoint	N6 14.226 W75 34.190	29/04/2024 12:41	1486	8	0:00:01	28 kph	116° true
470	Trackpoint	N6 14.224 W75 34.186	29/04/2024 12:41	1486	8	0:00:01	29 kph	117° true
471	Trackpoint	N6 14.221 W75 34.182	29/04/2024 12:41	1486	8	0:00:01	30 kph	119° true
472	Trackpoint	N6 14.219 W75 34.178	29/04/2024 12:41	1486	9	0:00:01	33 kph	118° true
473	Trackpoint	N6 14.217 W75 34.173	29/04/2024 12:41	1486	10	0:00:01	36 kph	112° true
474	Trackpoint	N6 14.215 W75 34.168	29/04/2024 12:41	1486	10	0:00:01	35 kph	117° true
475	Trackpoint	N6 14.212 W75 34.163	29/04/2024 12:41	1487	10	0:00:01	36 kph	117° true
476	Trackpoint	N6 14.210 W75 34.159	29/04/2024 12:41	1487	10	0:00:01	36 kph	117° true
477	Trackpoint	N6 14.207 W75 34.154	29/04/2024 12:41	1487	10	0:00:01	37 kph	117° true
478	Trackpoint	N6 14.205 W75 34.149	29/04/2024 12:41	1488	10	0:00:01	36 kph	115° true
479	Trackpoint	N6 14.203 W75 34.144	29/04/2024 12:41	1488	10	0:00:01	35 kph	116° true
480	Trackpoint	N6 14.200 W75 34.139	29/04/2024 12:41	1488	10	0:00:01	35 kph	117° true
481	Trackpoint	N6 14.198 W75 34.135	29/04/2024 12:41	1489	10	0:00:01	36 kph	119° true
482	Trackpoint	N6 14.195 W75 34.130	29/04/2024 12:41	1489	10	0:00:01	36 kph	121° true
483	Trackpoint	N6 14.192 W75 34.126	29/04/2024 12:41	1490	9	0:00:01	33 kph	130° true
484	Trackpoint	N6 14.188 W75 34.123	29/04/2024 12:41	1490	9	0:00:01	33 kph	137° true
485	Trackpoint	N6 14.184 W75 34.119	29/04/2024 12:41	1491	9	0:00:01	34 kph	136° true
486	Trackpoint	N6 14.180 W75 34.116	29/04/2024 12:41	1491	9	0:00:01	34 kph	141° true
487	Trackpoint	N6 14.176 W75 34.113	29/04/2024 12:41	1492	10	0:00:01	35 kph	149° true
488	Trackpoint	N6 14.171 W75 34.110	29/04/2024 12:41	1493	10	0:00:01	36 kph	149° true
489	Trackpoint	N6 14.166 W75 34.108	29/04/2024 12:41	1493	10	0:00:01	36 kph	158° true
490	Trackpoint	N6 14.161 W75 34.106	29/04/2024 12:41	1494	10	0:00:01	37 kph	157° true
491	Trackpoint	N6 14.156 W75 34.104	29/04/2024 12:41	1494	10	0:00:01	38 kph	158° true
492	Trackpoint	N6 14.151 W75 34.102	29/04/2024 12:41	1495	11	0:00:01	38 kph	159° true
493	Trackpoint	N6 14.145 W75 34.100	29/04/2024 12:41	1495	11	0:00:01	39 kph	160° true
494	Trackpoint	N6 14.139 W75 34.098	29/04/2024 12:41	1496	11	0:00:01	41 kph	163° true
495	Trackpoint	N6 14.133 W75 34.097	29/04/2024 12:41	1496	11	0:00:01	41 kph	169° true
496	Trackpoint	N6 14.127 W75 34.095	29/04/2024 12:41	1497	12	0:00:01	42 kph	161° true
497	Trackpoint	N6 14.121 W75 34.093	29/04/2024 12:41	1497	12	0:00:01	42 kph	164° true
498	Trackpoint	N6 14.115 W75 34.092	29/04/2024 12:41	1498	12	0:00:01	42 kph	164° true
499	Trackpoint	N6 14.109 W75 34.089	29/04/2024 12:41	1499	12	0:00:01	43 kph	160° true
500	Trackpoint	N6 14.103 W75 34.087	29/04/2024 12:41	1500	12	0:00:01	43 kph	155° true
501	Trackpoint	N6 14.097 W75 34.084	29/04/2024 12:41	1500	12	0:00:01	43 kph	159° true
502	Trackpoint	N6 14.091 W75 34.082	29/04/2024 12:41	1501	13	0:00:01	45 kph	161° true
503	Trackpoint	N6 14.085 W75 34.080	29/04/2024 12:41	1502	13	0:00:01	45 kph	160° true
504	Trackpoint	N6 14.078 W75 34.077	29/04/2024 12:41	1503	13	0:00:01	45 kph	159° true
505	Trackpoint	N6 14.072 W75 34.075	29/04/2024 12:41	1503	12	0:00:01	44 kph	162° true
506	Trackpoint	N6 14.066 W75 34.073	29/04/2024 12:41	1504	12	0:00:01	45 kph	161° true
507	Trackpoint	N6 14.059 W75 34.071	29/04/2024 12:42	1505	13	0:00:01	45 kph	162° true
508	Trackpoint	N6 14.053 W75 34.068	29/04/2024 12:42	1506	12	0:00:01	45 kph	154° true
509	Trackpoint	N6 14.047 W75 34.065	29/04/2024 12:42	1506	12	0:00:01	44 kph	154° true
510	Trackpoint	N6 14.042 W75 34.061	29/04/2024 12:42	1507	12	0:00:01	43 kph	146° true
511	Trackpoint	N6 14.036 W75 34.058	29/04/2024 12:42	1508	12	0:00:01	43 kph	148° true
512	Trackpoint	N6 14.031 W75 34.054	29/04/2024 12:42	1509	12	0:00:01	42 kph	144° true
