Grid	Lat/Long hddd°mm.mmm'
Datum	WGS 84

Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	Bicicleta eléctrica a la hora del almuerzo	29/04/2024 12:32:29 p. m. 	0:14:29	7.7 km	32 kph	

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course
Trackpoint	N6 15.048 W75 34.510	29/04/2024 12:36:11 p. m. 	1474 m			9 m	0:00:01	33 kph	185° true
Trackpoint	N6 15.044 W75 34.510	29/04/2024 12:36:12 p. m. 	1474 m			8 m	0:00:01	28 kph	178° true
Trackpoint	N6 15.041 W75 34.513	29/04/2024 12:36:13 p. m. 	1474 m			9 m	0:00:01	32 kph	218° true
Trackpoint	N6 15.036 W75 34.513	29/04/2024 12:36:14 p. m. 	1474 m			8 m	0:00:01	27 kph	185° true
Trackpoint	N6 15.032 W75 34.513	29/04/2024 12:36:15 p. m. 	1474 m			8 m	0:00:01	30 kph	182° true
Trackpoint	N6 15.027 W75 34.513	29/04/2024 12:36:16 p. m. 	1474 m			9 m	0:00:01	31 kph	181° true
Trackpoint	N6 15.022 W75 34.513	29/04/2024 12:36:17 p. m. 	1474 m			9 m	0:00:01	33 kph	182° true
Trackpoint	N6 15.017 W75 34.514	29/04/2024 12:36:18 p. m. 	1474 m			10 m	0:00:01	34 kph	185° true
Trackpoint	N6 15.012 W75 34.514	29/04/2024 12:36:19 p. m. 	1474 m			10 m	0:00:01	36 kph	181° true
Trackpoint	N6 15.006 W75 34.514	29/04/2024 12:36:20 p. m. 	1474 m			10 m	0:00:01	37 kph	180° true
Trackpoint	N6 15.001 W75 34.514	29/04/2024 12:36:21 p. m. 	1474 m			11 m	0:00:01	39 kph	177° true
Trackpoint	N6 14.994 W75 34.514	29/04/2024 12:36:22 p. m. 	1474 m			11 m	0:00:01	40 kph	179° true
Trackpoint	N6 14.988 W75 34.513	29/04/2024 12:36:23 p. m. 	1474 m			11 m	0:00:01	40 kph	178° true
Trackpoint	N6 14.983 W75 34.513	29/04/2024 12:36:24 p. m. 	1475 m			11 m	0:00:01	39 kph	179° true
Trackpoint	N6 14.976 W75 34.513	29/04/2024 12:36:25 p. m. 	1475 m			11 m	0:00:01	41 kph	180° true
Trackpoint	N6 14.970 W75 34.513	29/04/2024 12:36:26 p. m. 	1475 m			12 m	0:00:01	44 kph	180° true
Trackpoint	N6 14.963 W75 34.513	29/04/2024 12:36:27 p. m. 	1475 m			13 m	0:00:01	46 kph	179° true
Trackpoint	N6 14.956 W75 34.513	29/04/2024 12:36:28 p. m. 	1475 m			13 m	0:00:01	47 kph	180° true
Trackpoint	N6 14.949 W75 34.514	29/04/2024 12:36:29 p. m. 	1475 m			13 m	0:00:01	49 kph	183° true
Trackpoint	N6 14.941 W75 34.514	29/04/2024 12:36:30 p. m. 	1475 m			14 m	0:00:01	49 kph	182° true
Trackpoint	N6 14.934 W75 34.515	29/04/2024 12:36:31 p. m. 	1475 m			14 m	0:00:01	49 kph	187° true
Trackpoint	N6 14.927 W75 34.516	29/04/2024 12:36:32 p. m. 	1475 m			14 m	0:00:01	49 kph	188° true
Trackpoint	N6 14.920 W75 34.517	29/04/2024 12:36:33 p. m. 	1474 m			13 m	0:00:01	48 kph	187° true
Trackpoint	N6 14.912 W75 34.518	29/04/2024 12:36:34 p. m. 	1474 m			14 m	0:00:01	49 kph	186° true
Trackpoint	N6 14.905 W75 34.518	29/04/2024 12:36:35 p. m. 	1474 m			14 m	0:00:01	50 kph	183° true
Trackpoint	N6 14.898 W75 34.518	29/04/2024 12:36:36 p. m. 	1474 m			14 m	0:00:01	49 kph	182° true
Trackpoint	N6 14.890 W75 34.519	29/04/2024 12:36:37 p. m. 	1474 m			14 m	0:00:01	49 kph	185° true
Trackpoint	N6 14.883 W75 34.520	29/04/2024 12:36:38 p. m. 	1474 m			13 m	0:00:01	48 kph	186° true
Trackpoint	N6 14.876 W75 34.520	29/04/2024 12:36:39 p. m. 	1474 m			13 m	0:00:01	48 kph	183° true
Trackpoint	N6 14.869 W75 34.520	29/04/2024 12:36:40 p. m. 	1474 m			13 m	0:00:01	46 kph	182° true
Trackpoint	N6 14.862 W75 34.520	29/04/2024 12:36:41 p. m. 	1474 m			12 m	0:00:01	45 kph	177° true
Trackpoint	N6 14.856 W75 34.520	29/04/2024 12:36:42 p. m. 	1474 m			12 m	0:00:01	43 kph	179° true
Trackpoint	N6 14.850 W75 34.520	29/04/2024 12:36:43 p. m. 	1474 m			11 m	0:00:01	38 kph	180° true
Trackpoint	N6 14.846 W75 34.520	29/04/2024 12:36:44 p. m. 	1474 m			8 m	0:00:01	30 kph	179° true
Trackpoint	N6 14.842 W75 34.520	29/04/2024 12:36:45 p. m. 	1474 m			7 m	0:00:01	24 kph	180° true
Trackpoint	N6 14.838 W75 34.520	29/04/2024 12:36:46 p. m. 	1474 m			7 m	0:00:01	25 kph	184° true
Trackpoint	N6 14.835 W75 34.520	29/04/2024 12:36:47 p. m. 	1474 m			7 m	0:00:01	25 kph	186° true
Trackpoint	N6 14.831 W75 34.521	29/04/2024 12:36:48 p. m. 	1474 m			7 m	0:00:01	26 kph	184° true
Trackpoint	N6 14.827 W75 34.521	29/04/2024 12:36:49 p. m. 	1474 m			7 m	0:00:01	24 kph	181° true
Trackpoint	N6 14.824 W75 34.521	29/04/2024 12:36:50 p. m. 	1474 m			6 m	0:00:01	21 kph	188° true
Trackpoint	N6 14.821 W75 34.522	29/04/2024 12:36:51 p. m. 	1475 m			6 m	0:00:01	22 kph	192° true
Trackpoint	N6 14.817 W75 34.522	29/04/2024 12:36:52 p. m. 	1475 m			7 m	0:00:01	24 kph	189° true
Trackpoint	N6 14.813 W75 34.524	29/04/2024 12:36:53 p. m. 	1475 m			8 m	0:00:01	29 kph	196° true
Trackpoint	N6 14.809 W75 34.525	29/04/2024 12:36:54 p. m. 	1475 m			9 m	0:00:01	32 kph	198° true
Trackpoint	N6 14.804 W75 34.528	29/04/2024 12:36:55 p. m. 	1476 m			10 m	0:00:01	35 kph	210° true
Trackpoint	N6 14.800 W75 34.531	29/04/2024 12:36:56 p. m. 	1477 m			10 m	0:00:01	36 kph	222° true
Trackpoint	N6 14.796 W75 34.535	29/04/2024 12:36:57 p. m. 	1478 m			10 m	0:00:01	36 kph	226° true
Trackpoint	N6 14.793 W75 34.539	29/04/2024 12:36:58 p. m. 	1478 m			10 m	0:00:01	36 kph	226° true
Trackpoint	N6 14.788 W75 34.542	29/04/2024 12:36:59 p. m. 	1479 m			10 m	0:00:01	37 kph	215° true
Trackpoint	N6 14.783 W75 34.545	29/04/2024 12:37:00 p. m. 	1479 m			10 m	0:00:01	36 kph	205° true
Trackpoint	N6 14.778 W75 34.546	29/04/2024 12:37:01 p. m. 	1479 m			10 m	0:00:01	35 kph	190° true
Trackpoint	N6 14.773 W75 34.545	29/04/2024 12:37:02 p. m. 	1478 m			10 m	0:00:01	35 kph	175° true
Trackpoint	N6 14.767 W75 34.543	29/04/2024 12:37:03 p. m. 	1478 m			10 m	0:00:01	37 kph	161° true
Trackpoint	N6 14.762 W75 34.541	29/04/2024 12:37:04 p. m. 	1478 m			11 m	0:00:01	41 kph	155° true
Trackpoint	N6 14.756 W75 34.538	29/04/2024 12:37:05 p. m. 	1478 m			12 m	0:00:01	42 kph	155° true
Trackpoint	N6 14.751 W75 34.535	29/04/2024 12:37:06 p. m. 	1477 m			11 m	0:00:01	41 kph	154° true
Trackpoint	N6 14.746 W75 34.533	29/04/2024 12:37:07 p. m. 	1477 m			10 m	0:00:01	37 kph	152° true
Trackpoint	N6 14.741 W75 34.531	29/04/2024 12:37:08 p. m. 	1477 m			9 m	0:00:01	33 kph	153° true
Trackpoint	N6 14.738 W75 34.528	29/04/2024 12:37:09 p. m. 	1477 m			8 m	0:00:01	27 kph	150° true
Trackpoint	N6 14.735 W75 34.527	29/04/2024 12:37:10 p. m. 	1476 m			6 m	0:00:01	20 kph	152° true
Trackpoint	N6 14.733 W75 34.526	29/04/2024 12:37:11 p. m. 	1476 m			4 m	0:00:01	15 kph	164° true
Trackpoint	N6 14.731 W75 34.526	29/04/2024 12:37:12 p. m. 	1476 m			3 m	0:00:01	12 kph	156° true
Trackpoint	N6 14.731 W75 34.525	29/04/2024 12:37:13 p. m. 	1476 m			2 m	0:00:01	6 kph	155° true
Trackpoint	N6 14.731 W75 34.525	29/04/2024 12:37:14 p. m. 	1476 m			1 m	0:00:01	3 kph	56° true
Trackpoint	N6 14.731 W75 34.526	29/04/2024 12:37:15 p. m. 	1476 m			1 m	0:00:01	4 kph	259° true
Trackpoint	N6 14.731 W75 34.526	29/04/2024 12:37:16 p. m. 	1476 m			0 m	0:00:01	0.4 kph	270° true
Trackpoint	N6 14.731 W75 34.525	29/04/2024 12:37:17 p. m. 	1476 m			0 m	0:00:01	2 kph	77° true
Trackpoint	N6 14.730 W75 34.527	29/04/2024 12:37:18 p. m. 	1476 m			3 m	0:00:01	9 kph	258° true
Trackpoint	N6 14.730 W75 34.527	29/04/2024 12:37:19 p. m. 	1476 m			0 m	0:00:01	0.4 kph	270° true
Trackpoint	N6 14.730 W75 34.527	29/04/2024 12:37:20 p. m. 	1476 m			0 m	0:00:01	1.2 kph	270° true
Trackpoint	N6 14.730 W75 34.527	29/04/2024 12:37:21 p. m. 	1476 m			0 m	0:00:01	0.8 kph	180° true
Trackpoint	N6 14.728 W75 34.527	29/04/2024 12:37:22 p. m. 	1476 m			5 m	0:00:01	18 kph	180° true
Trackpoint	N6 14.725 W75 34.527	29/04/2024 12:37:23 p. m. 	1476 m			5 m	0:00:01	18 kph	174° true
Trackpoint	N6 14.722 W75 34.526	29/04/2024 12:37:36 p. m. 	1476 m			5 m	0:00:13	1.4 kph	174° true
Trackpoint	N6 14.720 W75 34.526	29/04/2024 12:37:37 p. m. 	1476 m			5 m	0:00:01	18 kph	174° true
Trackpoint	N6 14.715 W75 34.526	29/04/2024 12:37:38 p. m. 	1476 m			9 m	0:00:01	31 kph	180° true
Trackpoint	N6 14.710 W75 34.526	29/04/2024 12:37:39 p. m. 	1476 m			9 m	0:00:01	34 kph	177° true
Trackpoint	N6 14.704 W75 34.526	29/04/2024 12:37:40 p. m. 	1476 m			11 m	0:00:01	40 kph	181° true
Trackpoint	N6 14.697 W75 34.526	29/04/2024 12:37:41 p. m. 	1476 m			13 m	0:00:01	45 kph	182° true
Trackpoint	N6 14.690 W75 34.526	29/04/2024 12:37:42 p. m. 	1476 m			13 m	0:00:01	46 kph	181° true
Trackpoint	N6 14.683 W75 34.526	29/04/2024 12:37:43 p. m. 	1477 m			13 m	0:00:01	47 kph	177° true
Trackpoint	N6 14.676 W75 34.527	29/04/2024 12:37:44 p. m. 	1477 m			13 m	0:00:01	48 kph	186° true
Trackpoint	N6 14.669 W75 34.527	29/04/2024 12:37:45 p. m. 	1477 m			14 m	0:00:01	49 kph	183° true
Trackpoint	N6 14.661 W75 34.528	29/04/2024 12:37:46 p. m. 	1477 m			14 m	0:00:01	51 kph	185° true
Trackpoint	N6 14.653 W75 34.528	29/04/2024 12:37:47 p. m. 	1477 m			14 m	0:00:01	52 kph	184° true
Trackpoint	N6 14.645 W75 34.529	29/04/2024 12:37:48 p. m. 	1477 m			15 m	0:00:01	53 kph	183° true
Trackpoint	N6 14.637 W75 34.529	29/04/2024 12:37:49 p. m. 	1478 m			15 m	0:00:01	54 kph	180° true
Trackpoint	N6 14.629 W75 34.529	29/04/2024 12:37:50 p. m. 	1478 m			15 m	0:00:01	55 kph	183° true
Trackpoint	N6 14.621 W75 34.529	29/04/2024 12:37:51 p. m. 	1478 m			15 m	0:00:01	56 kph	180° true
Trackpoint	N6 14.612 W75 34.529	29/04/2024 12:37:52 p. m. 	1478 m			16 m	0:00:01	57 kph	178° true
Trackpoint	N6 14.604 W75 34.529	29/04/2024 12:37:53 p. m. 	1478 m			16 m	0:00:01	57 kph	183° true
Trackpoint	N6 14.595 W75 34.530	29/04/2024 12:37:54 p. m. 	1478 m			16 m	0:00:01	59 kph	182° true
Trackpoint	N6 14.586 W75 34.530	29/04/2024 12:37:55 p. m. 	1478 m			16 m	0:00:01	59 kph	182° true
Trackpoint	N6 14.577 W75 34.530	29/04/2024 12:37:56 p. m. 	1478 m			16 m	0:00:01	58 kph	180° true
Trackpoint	N6 14.569 W75 34.530	29/04/2024 12:37:57 p. m. 	1478 m			15 m	0:00:01	55 kph	183° true
Trackpoint	N6 14.561 W75 34.530	29/04/2024 12:37:58 p. m. 	1478 m			15 m	0:00:01	55 kph	182° true
Trackpoint	N6 14.553 W75 34.531	29/04/2024 12:37:59 p. m. 	1478 m			15 m	0:00:01	55 kph	181° true
Trackpoint	N6 14.545 W75 34.531	29/04/2024 12:38:00 p. m. 	1478 m			15 m	0:00:01	55 kph	181° true
Trackpoint	N6 14.537 W75 34.531	29/04/2024 12:38:01 p. m. 	1478 m			15 m	0:00:01	53 kph	181° true
Trackpoint	N6 14.529 W75 34.531	29/04/2024 12:38:02 p. m. 	1478 m			14 m	0:00:01	51 kph	179° true
Trackpoint	N6 14.521 W75 34.531	29/04/2024 12:38:03 p. m. 	1478 m			14 m	0:00:01	50 kph	181° true
Trackpoint	N6 14.514 W75 34.530	29/04/2024 12:38:04 p. m. 	1478 m			14 m	0:00:01	51 kph	177° true
Trackpoint	N6 14.506 W75 34.530	29/04/2024 12:38:05 p. m. 	1478 m			14 m	0:00:01	51 kph	176° true
Trackpoint	N6 14.499 W75 34.531	29/04/2024 12:38:06 p. m. 	1478 m			14 m	0:00:01	52 kph	185° true
Trackpoint	N6 14.491 W75 34.531	29/04/2024 12:38:07 p. m. 	1479 m			14 m	0:00:01	50 kph	182° true
Trackpoint	N6 14.483 W75 34.531	29/04/2024 12:38:08 p. m. 	1479 m			14 m	0:00:01	51 kph	181° true
Trackpoint	N6 14.476 W75 34.531	29/04/2024 12:38:09 p. m. 	1479 m			14 m	0:00:01	51 kph	182° true
Trackpoint	N6 14.468 W75 34.531	29/04/2024 12:38:10 p. m. 	1479 m			14 m	0:00:01	51 kph	181° true
Trackpoint	N6 14.460 W75 34.532	29/04/2024 12:38:11 p. m. 	1479 m			14 m	0:00:01	52 kph	181° true
Trackpoint	N6 14.453 W75 34.532	29/04/2024 12:38:12 p. m. 	1479 m			14 m	0:00:01	51 kph	181° true
Trackpoint	N6 14.445 W75 34.532	29/04/2024 12:38:13 p. m. 	1479 m			14 m	0:00:01	50 kph	184° true
Trackpoint	N6 14.438 W75 34.532	29/04/2024 12:38:14 p. m. 	1479 m			14 m	0:00:01	49 kph	180° true
Trackpoint	N6 14.431 W75 34.532	29/04/2024 12:38:15 p. m. 	1479 m			13 m	0:00:01	46 kph	181° true
Trackpoint	N6 14.425 W75 34.533	29/04/2024 12:38:16 p. m. 	1479 m			11 m	0:00:01	41 kph	183° true
Trackpoint	N6 14.419 W75 34.533	29/04/2024 12:38:17 p. m. 	1479 m			10 m	0:00:01	36 kph	182° true
Trackpoint	N6 14.414 W75 34.534	29/04/2024 12:38:18 p. m. 	1480 m			9 m	0:00:01	33 kph	188° true
Trackpoint	N6 14.410 W75 34.536	29/04/2024 12:38:19 p. m. 	1480 m			9 m	0:00:01	32 kph	202° true
Trackpoint	N6 14.406 W75 34.538	29/04/2024 12:38:20 p. m. 	1480 m			8 m	0:00:01	30 kph	208° true
Trackpoint	N6 14.403 W75 34.540	29/04/2024 12:38:21 p. m. 	1480 m			8 m	0:00:01	28 kph	212° true
Trackpoint	N6 14.399 W75 34.542	29/04/2024 12:38:22 p. m. 	1480 m			7 m	0:00:01	25 kph	210° true
Trackpoint	N6 14.396 W75 34.544	29/04/2024 12:38:23 p. m. 	1480 m			7 m	0:00:01	25 kph	219° true
Trackpoint	N6 14.394 W75 34.547	29/04/2024 12:38:24 p. m. 	1480 m			7 m	0:00:01	25 kph	227° true
Trackpoint	N6 14.392 W75 34.550	29/04/2024 12:38:25 p. m. 	1481 m			8 m	0:00:01	28 kph	237° true
Trackpoint	N6 14.389 W75 34.554	29/04/2024 12:38:26 p. m. 	1481 m			8 m	0:00:01	30 kph	235° true
Trackpoint	N6 14.386 W75 34.558	29/04/2024 12:38:27 p. m. 	1481 m			8 m	0:00:01	30 kph	234° true
Trackpoint	N6 14.383 W75 34.561	29/04/2024 12:38:28 p. m. 	1481 m			8 m	0:00:01	27 kph	224° true
Trackpoint	N6 14.380 W75 34.563	29/04/2024 12:38:29 p. m. 	1481 m			8 m	0:00:01	28 kph	213° true
Trackpoint	N6 14.375 W75 34.563	29/04/2024 12:38:30 p. m. 	1482 m			9 m	0:00:01	31 kph	186° true
Trackpoint	N6 14.370 W75 34.563	29/04/2024 12:38:31 p. m. 	1481 m			9 m	0:00:01	34 kph	171° true
Trackpoint	N6 14.365 W75 34.561	29/04/2024 12:38:32 p. m. 	1481 m			10 m	0:00:01	37 kph	165° true
Trackpoint	N6 14.360 W75 34.560	29/04/2024 12:38:33 p. m. 	1481 m			10 m	0:00:01	35 kph	164° true
Trackpoint	N6 14.356 W75 34.557	29/04/2024 12:38:34 p. m. 	1481 m			9 m	0:00:01	33 kph	151° true
Trackpoint	N6 14.351 W75 34.555	29/04/2024 12:38:35 p. m. 	1481 m			9 m	0:00:01	33 kph	150° true
Trackpoint	N6 14.347 W75 34.552	29/04/2024 12:38:36 p. m. 	1481 m			10 m	0:00:01	35 kph	149° true
Trackpoint	N6 14.343 W75 34.549	29/04/2024 12:38:37 p. m. 	1481 m			8 m	0:00:01	30 kph	139° true
Trackpoint	N6 14.341 W75 34.546	29/04/2024 12:38:38 p. m. 	1481 m			8 m	0:00:01	28 kph	129° true
Trackpoint	N6 14.339 W75 34.543	29/04/2024 12:38:39 p. m. 	1481 m			7 m	0:00:01	25 kph	123° true
Trackpoint	N6 14.337 W75 34.540	29/04/2024 12:38:40 p. m. 	1481 m			6 m	0:00:01	22 kph	119° true
Trackpoint	N6 14.336 W75 34.537	29/04/2024 12:38:41 p. m. 	1481 m			5 m	0:00:01	19 kph	112° true
Trackpoint	N6 14.335 W75 34.535	29/04/2024 12:38:42 p. m. 	1481 m			4 m	0:00:01	14 kph	110° true
Trackpoint	N6 14.335 W75 34.534	29/04/2024 12:38:43 p. m. 	1481 m			2 m	0:00:01	8 kph	102° true
Trackpoint	N6 14.335 W75 34.533	29/04/2024 12:38:44 p. m. 	1481 m			1 m	0:00:01	5 kph	59° true
Trackpoint	N6 14.335 W75 34.533	29/04/2024 12:38:45 p. m. 	1481 m			0 m	0:00:01	0.8 kph	90° true
Trackpoint	N6 14.336 W75 34.533	29/04/2024 12:38:46 p. m. 	1481 m			0 m	0:00:01	1.1 kph	315° true
Trackpoint	N6 14.335 W75 34.533	29/04/2024 12:38:47 p. m. 	1481 m			0 m	0:00:01	0.6 kph	135° true
Trackpoint	N6 14.336 W75 34.533	29/04/2024 12:38:48 p. m. 	1481 m			1 m	0:00:01	2 kph	79° true
Trackpoint	N6 14.335 W75 34.533	29/04/2024 12:38:49 p. m. 	1481 m			1 m	0:00:01	2 kph	112° true
Trackpoint	N6 14.335 W75 34.532	29/04/2024 12:38:50 p. m. 	1481 m			1 m	0:00:01	2 kph	90° true
Trackpoint	N6 14.336 W75 34.532	29/04/2024 12:38:51 p. m. 	1481 m			2 m	0:00:01	6 kph	48° true
Trackpoint	N6 14.337 W75 34.529	29/04/2024 12:38:52 p. m. 	1481 m			5 m	0:00:01	19 kph	74° true
Trackpoint	N6 14.337 W75 34.527	29/04/2024 12:38:53 p. m. 	1481 m			2 m	0:00:01	9 kph	77° true
Trackpoint	N6 14.338 W75 34.524	29/04/2024 12:38:54 p. m. 	1480 m			7 m	0:00:01	27 kph	77° true
Trackpoint	N6 14.340 W75 34.520	29/04/2024 12:38:55 p. m. 	1480 m			8 m	0:00:01	28 kph	68° true
Trackpoint	N6 14.341 W75 34.515	29/04/2024 12:38:56 p. m. 	1481 m			9 m	0:00:01	31 kph	67° true
Trackpoint	N6 14.343 W75 34.511	29/04/2024 12:38:57 p. m. 	1481 m			9 m	0:00:01	33 kph	69° true
Trackpoint	N6 14.345 W75 34.506	29/04/2024 12:38:58 p. m. 	1481 m			10 m	0:00:01	35 kph	73° true
Trackpoint	N6 14.346 W75 34.501	29/04/2024 12:38:59 p. m. 	1481 m			10 m	0:00:01	35 kph	75° true
Trackpoint	N6 14.346 W75 34.496	29/04/2024 12:39:00 p. m. 	1482 m			9 m	0:00:01	33 kph	86° true
Trackpoint	N6 14.345 W75 34.491	29/04/2024 12:39:01 p. m. 	1482 m			9 m	0:00:01	33 kph	101° true
Trackpoint	N6 14.344 W75 34.486	29/04/2024 12:39:02 p. m. 	1482 m			9 m	0:00:01	31 kph	107° true
Trackpoint	N6 14.343 W75 34.483	29/04/2024 12:39:03 p. m. 	1482 m			7 m	0:00:01	25 kph	106° true
Trackpoint	N6 14.342 W75 34.480	29/04/2024 12:39:04 p. m. 	1482 m			6 m	0:00:01	20 kph	111° true
Trackpoint	N6 14.340 W75 34.478	29/04/2024 12:39:05 p. m. 	1482 m			5 m	0:00:01	19 kph	125° true
Trackpoint	N6 14.339 W75 34.475	29/04/2024 12:39:06 p. m. 	1482 m			6 m	0:00:01	21 kph	115° true
Trackpoint	N6 14.338 W75 34.472	29/04/2024 12:39:07 p. m. 	1482 m			6 m	0:00:01	21 kph	109° true
Trackpoint	N6 14.336 W75 34.469	29/04/2024 12:39:08 p. m. 	1482 m			6 m	0:00:01	22 kph	120° true
Trackpoint	N6 14.335 W75 34.466	29/04/2024 12:39:09 p. m. 	1482 m			6 m	0:00:01	23 kph	107° true
Trackpoint	N6 14.334 W75 34.462	29/04/2024 12:39:10 p. m. 	1482 m			7 m	0:00:01	24 kph	117° true
Trackpoint	N6 14.332 W75 34.458	29/04/2024 12:39:11 p. m. 	1482 m			9 m	0:00:01	33 kph	111° true
Trackpoint	N6 14.330 W75 34.453	29/04/2024 12:39:12 p. m. 	1482 m			10 m	0:00:01	37 kph	115° true
Trackpoint	N6 14.327 W75 34.448	29/04/2024 12:39:13 p. m. 	1482 m			10 m	0:00:01	35 kph	116° true
Trackpoint	N6 14.325 W75 34.443	29/04/2024 12:39:14 p. m. 	1482 m			9 m	0:00:01	33 kph	117° true
Trackpoint	N6 14.323 W75 34.440	29/04/2024 12:39:15 p. m. 	1482 m			8 m	0:00:01	27 kph	115° true
Trackpoint	N6 14.322 W75 34.436	29/04/2024 12:39:16 p. m. 	1482 m			6 m	0:00:01	22 kph	106° true
Trackpoint	N6 14.321 W75 34.433	29/04/2024 12:39:17 p. m. 	1482 m			8 m	0:00:01	27 kph	107° true
Trackpoint	N6 14.320 W75 34.428	29/04/2024 12:39:18 p. m. 	1482 m			8 m	0:00:01	28 kph	106° true
Trackpoint	N6 14.319 W75 34.424	29/04/2024 12:39:19 p. m. 	1482 m			8 m	0:00:01	29 kph	109° true
Trackpoint	N6 14.317 W75 34.420	29/04/2024 12:39:20 p. m. 	1482 m			8 m	0:00:01	30 kph	109° true
Trackpoint	N6 14.315 W75 34.416	29/04/2024 12:39:21 p. m. 	1482 m			9 m	0:00:01	31 kph	113° true
Trackpoint	N6 14.313 W75 34.411	29/04/2024 12:39:22 p. m. 	1482 m			10 m	0:00:01	35 kph	113° true
Trackpoint	N6 14.311 W75 34.407	29/04/2024 12:39:23 p. m. 	1482 m			8 m	0:00:01	31 kph	114° true
Trackpoint	N6 14.310 W75 34.402	29/04/2024 12:39:24 p. m. 	1482 m			9 m	0:00:01	31 kph	111° true
Trackpoint	N6 14.308 W75 34.398	29/04/2024 12:39:25 p. m. 	1482 m			9 m	0:00:01	33 kph	113° true
Trackpoint	N6 14.306 W75 34.394	29/04/2024 12:39:26 p. m. 	1482 m			8 m	0:00:01	29 kph	114° true
Trackpoint	N6 14.305 W75 34.391	29/04/2024 12:39:28 p. m. 	1482 m			6 m	0:00:02	11 kph	117° true
Trackpoint	N6 14.304 W75 34.389	29/04/2024 12:39:29 p. m. 	1483 m			3 m	0:00:01	12 kph	113° true
Trackpoint	N6 14.303 W75 34.388	29/04/2024 12:39:30 p. m. 	1483 m			3 m	0:00:01	11 kph	114° true
Trackpoint	N6 14.303 W75 34.387	29/04/2024 12:39:31 p. m. 	1483 m			1 m	0:00:01	5 kph	109° true
Trackpoint	N6 14.303 W75 34.386	29/04/2024 12:39:32 p. m. 	1483 m			1 m	0:00:01	4 kph	90° true
Trackpoint	N6 14.303 W75 34.385	29/04/2024 12:39:33 p. m. 	1483 m			2 m	0:00:01	8 kph	101° true
Trackpoint	N6 14.302 W75 34.383	29/04/2024 12:39:34 p. m. 	1483 m			4 m	0:00:01	15 kph	109° true
Trackpoint	N6 14.301 W75 34.381	29/04/2024 12:39:35 p. m. 	1483 m			4 m	0:00:01	15 kph	114° true
Trackpoint	N6 14.299 W75 34.379	29/04/2024 12:39:36 p. m. 	1483 m			5 m	0:00:01	19 kph	128° true
Trackpoint	N6 14.299 W75 34.377	29/04/2024 12:39:37 p. m. 	1483 m			4 m	0:00:01	14 kph	113° true
Trackpoint	N6 14.297 W75 34.374	29/04/2024 12:39:38 p. m. 	1483 m			6 m	0:00:01	21 kph	112° true
Trackpoint	N6 14.296 W75 34.372	29/04/2024 12:39:39 p. m. 	1483 m			5 m	0:00:01	18 kph	117° true
Trackpoint	N6 14.296 W75 34.370	29/04/2024 12:39:40 p. m. 	1483 m			2 m	0:00:01	9 kph	120° true
Trackpoint	N6 14.295 W75 34.369	29/04/2024 12:39:41 p. m. 	1483 m			2 m	0:00:01	8 kph	108° true
Trackpoint	N6 14.295 W75 34.369	29/04/2024 12:39:42 p. m. 	1483 m			1 m	0:00:01	5 kph	147° true
Trackpoint	N6 14.294 W75 34.368	29/04/2024 12:39:43 p. m. 	1483 m			1 m	0:00:01	3 kph	111° true
Trackpoint	N6 14.294 W75 34.368	29/04/2024 12:39:44 p. m. 	1483 m			1 m	0:00:01	2 kph	135° true
Trackpoint	N6 14.294 W75 34.367	29/04/2024 12:39:45 p. m. 	1483 m			2 m	0:00:01	6 kph	122° true
Trackpoint	N6 14.293 W75 34.366	29/04/2024 12:39:46 p. m. 	1483 m			2 m	0:00:01	7 kph	112° true
Trackpoint	N6 14.293 W75 34.366	29/04/2024 12:39:47 p. m. 	1483 m			2 m	0:00:01	6 kph	122° true
Trackpoint	N6 14.292 W75 34.365	29/04/2024 12:39:48 p. m. 	1483 m			2 m	0:00:01	6 kph	125° true
Trackpoint	N6 14.292 W75 34.364	29/04/2024 12:39:49 p. m. 	1483 m			2 m	0:00:01	6 kph	122° true
Trackpoint	N6 14.291 W75 34.363	29/04/2024 12:39:50 p. m. 	1483 m			2 m	0:00:01	6 kph	125° true
Trackpoint	N6 14.291 W75 34.362	29/04/2024 12:39:51 p. m. 	1483 m			2 m	0:00:01	6 kph	125° true
Trackpoint	N6 14.290 W75 34.362	29/04/2024 12:39:52 p. m. 	1483 m			2 m	0:00:01	6 kph	122° true
Trackpoint	N6 14.290 W75 34.361	29/04/2024 12:39:53 p. m. 	1483 m			2 m	0:00:01	6 kph	125° true
Trackpoint	N6 14.289 W75 34.360	29/04/2024 12:40:33 p. m. 	1483 m			2 m	0:00:40	0.2 kph	123° true
Trackpoint	N6 14.289 W75 34.359	29/04/2024 12:40:34 p. m. 	1483 m			2 m	0:00:01	6 kph	122° true
Trackpoint	N6 14.287 W75 34.357	29/04/2024 12:40:35 p. m. 	1483 m			4 m	0:00:01	16 kph	119° true
Trackpoint	N6 14.286 W75 34.354	29/04/2024 12:40:36 p. m. 	1482 m			6 m	0:00:01	21 kph	113° true
Trackpoint	N6 14.285 W75 34.352	29/04/2024 12:40:37 p. m. 	1482 m			5 m	0:00:01	18 kph	117° true
