Grid	Lat/Long hddd°mm.mmm'
Datum	WGS 84

Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	Bicicleta eléctrica a la hora del almuerzo	29/04/2024 12:32:29 p. m. 	0:14:29	7.7 km	32 kph	

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course
Trackpoint	N6 13.325 W75 33.922	29/04/2024 12:44:14 p. m. 	1585 m			11 m	0:00:01	39 kph	192° true
Trackpoint	N6 13.320 W75 33.923	29/04/2024 12:44:15 p. m. 	1586 m			11 m	0:00:01	39 kph	186° true
Trackpoint	N6 13.314 W75 33.923	29/04/2024 12:44:16 p. m. 	1586 m			11 m	0:00:01	40 kph	186° true
Trackpoint	N6 13.308 W75 33.924	29/04/2024 12:44:17 p. m. 	1587 m			11 m	0:00:01	41 kph	186° true
Trackpoint	N6 13.301 W75 33.924	29/04/2024 12:44:18 p. m. 	1588 m			12 m	0:00:01	42 kph	186° true
Trackpoint	N6 13.295 W75 33.925	29/04/2024 12:44:19 p. m. 	1588 m			12 m	0:00:01	43 kph	184° true
Trackpoint	N6 13.289 W75 33.926	29/04/2024 12:44:20 p. m. 	1589 m			12 m	0:00:01	44 kph	188° true
Trackpoint	N6 13.282 W75 33.927	29/04/2024 12:44:21 p. m. 	1589 m			12 m	0:00:01	44 kph	187° true
Trackpoint	N6 13.275 W75 33.928	29/04/2024 12:44:22 p. m. 	1590 m			12 m	0:00:01	45 kph	190° true
Trackpoint	N6 13.269 W75 33.929	29/04/2024 12:44:23 p. m. 	1590 m			12 m	0:00:01	45 kph	194° true
Trackpoint	N6 13.262 W75 33.932	29/04/2024 12:44:24 p. m. 	1591 m			13 m	0:00:01	45 kph	200° true
Trackpoint	N6 13.257 W75 33.935	29/04/2024 12:44:25 p. m. 	1591 m			12 m	0:00:01	43 kph	215° true
Trackpoint	N6 13.253 W75 33.940	29/04/2024 12:44:26 p. m. 	1592 m			11 m	0:00:01	41 kph	228° true
Trackpoint	N6 13.250 W75 33.945	29/04/2024 12:44:27 p. m. 	1592 m			12 m	0:00:01	42 kph	236° true
Trackpoint	N6 13.247 W75 33.951	29/04/2024 12:44:28 p. m. 	1593 m			12 m	0:00:01	43 kph	244° true
Trackpoint	N6 13.244 W75 33.957	29/04/2024 12:44:29 p. m. 	1593 m			12 m	0:00:01	43 kph	244° true
Trackpoint	N6 13.241 W75 33.962	29/04/2024 12:44:30 p. m. 	1594 m			11 m	0:00:01	40 kph	238° true
Trackpoint	N6 13.238 W75 33.968	29/04/2024 12:44:31 p. m. 	1594 m			11 m	0:00:01	41 kph	244° true
Trackpoint	N6 13.235 W75 33.973	29/04/2024 12:44:32 p. m. 	1595 m			12 m	0:00:01	43 kph	236° true
Trackpoint	N6 13.231 W75 33.978	29/04/2024 12:44:33 p. m. 	1595 m			11 m	0:00:01	41 kph	231° true
Trackpoint	N6 13.226 W75 33.981	29/04/2024 12:44:34 p. m. 	1596 m			10 m	0:00:01	37 kph	217° true
Trackpoint	N6 13.221 W75 33.984	29/04/2024 12:44:35 p. m. 	1596 m			10 m	0:00:01	36 kph	208° true
Trackpoint	N6 13.216 W75 33.985	29/04/2024 12:44:36 p. m. 	1597 m			11 m	0:00:01	39 kph	192° true
Trackpoint	N6 13.210 W75 33.986	29/04/2024 12:44:37 p. m. 	1598 m			11 m	0:00:01	41 kph	186° true
Trackpoint	N6 13.203 W75 33.986	29/04/2024 12:44:38 p. m. 	1598 m			11 m	0:00:01	41 kph	181° true
Trackpoint	N6 13.197 W75 33.985	29/04/2024 12:44:39 p. m. 	1599 m			11 m	0:00:01	41 kph	173° true
Trackpoint	N6 13.191 W75 33.983	29/04/2024 12:44:40 p. m. 	1600 m			12 m	0:00:01	42 kph	162° true
Trackpoint	N6 13.185 W75 33.980	29/04/2024 12:44:41 p. m. 	1601 m			12 m	0:00:01	43 kph	156° true
Trackpoint	N6 13.180 W75 33.978	29/04/2024 12:44:42 p. m. 	1601 m			12 m	0:00:01	42 kph	158° true
Trackpoint	N6 13.173 W75 33.976	29/04/2024 12:44:43 p. m. 	1601 m			12 m	0:00:01	43 kph	160° true
Trackpoint	N6 13.167 W75 33.974	29/04/2024 12:44:44 p. m. 	1602 m			12 m	0:00:01	43 kph	160° true
Trackpoint	N6 13.161 W75 33.971	29/04/2024 12:44:45 p. m. 	1602 m			12 m	0:00:01	42 kph	159° true
Trackpoint	N6 13.155 W75 33.970	29/04/2024 12:44:46 p. m. 	1603 m			11 m	0:00:01	41 kph	165° true
Trackpoint	N6 13.149 W75 33.968	29/04/2024 12:44:47 p. m. 	1603 m			11 m	0:00:01	41 kph	167° true
Trackpoint	N6 13.143 W75 33.968	29/04/2024 12:44:48 p. m. 	1604 m			12 m	0:00:01	42 kph	173° true
Trackpoint	N6 13.137 W75 33.967	29/04/2024 12:44:49 p. m. 	1604 m			12 m	0:00:01	42 kph	174° true
Trackpoint	N6 13.131 W75 33.967	29/04/2024 12:44:50 p. m. 	1605 m			11 m	0:00:01	41 kph	178° true
Trackpoint	N6 13.125 W75 33.967	29/04/2024 12:44:51 p. m. 	1605 m			11 m	0:00:01	40 kph	179° true
Trackpoint	N6 13.119 W75 33.968	29/04/2024 12:44:52 p. m. 	1606 m			10 m	0:00:01	38 kph	190° true
Trackpoint	N6 13.114 W75 33.968	29/04/2024 12:44:53 p. m. 	1606 m			9 m	0:00:01	33 kph	183° true
Trackpoint	N6 13.110 W75 33.967	29/04/2024 12:44:54 p. m. 	1606 m			9 m	0:00:01	33 kph	168° true
Trackpoint	N6 13.105 W75 33.965	29/04/2024 12:44:55 p. m. 	1607 m			9 m	0:00:01	33 kph	161° true
Trackpoint	N6 13.100 W75 33.963	29/04/2024 12:44:56 p. m. 	1607 m			10 m	0:00:01	35 kph	158° true
Trackpoint	N6 13.096 W75 33.960	29/04/2024 12:44:57 p. m. 	1608 m			10 m	0:00:01	35 kph	148° true
Trackpoint	N6 13.091 W75 33.957	29/04/2024 12:44:58 p. m. 	1608 m			10 m	0:00:01	37 kph	139° true
Trackpoint	N6 13.088 W75 33.952	29/04/2024 12:44:59 p. m. 	1608 m			11 m	0:00:01	39 kph	124° true
Trackpoint	N6 13.086 W75 33.946	29/04/2024 12:45:00 p. m. 	1609 m			11 m	0:00:01	41 kph	115° true
Trackpoint	N6 13.084 W75 33.940	29/04/2024 12:45:01 p. m. 	1609 m			11 m	0:00:01	41 kph	103° true
Trackpoint	N6 13.083 W75 33.934	29/04/2024 12:45:02 p. m. 	1610 m			12 m	0:00:01	42 kph	98° true
Trackpoint	N6 13.083 W75 33.928	29/04/2024 12:45:03 p. m. 	1610 m			12 m	0:00:01	43 kph	94° true
Trackpoint	N6 13.083 W75 33.921	29/04/2024 12:45:04 p. m. 	1611 m			12 m	0:00:01	43 kph	88° true
Trackpoint	N6 13.084 W75 33.915	29/04/2024 12:45:05 p. m. 	1612 m			12 m	0:00:01	43 kph	84° true
Trackpoint	N6 13.084 W75 33.908	29/04/2024 12:45:06 p. m. 	1612 m			12 m	0:00:01	42 kph	86° true
Trackpoint	N6 13.084 W75 33.902	29/04/2024 12:45:07 p. m. 	1613 m			11 m	0:00:01	41 kph	88° true
Trackpoint	N6 13.084 W75 33.896	29/04/2024 12:45:08 p. m. 	1614 m			11 m	0:00:01	39 kph	89° true
Trackpoint	N6 13.084 W75 33.891	29/04/2024 12:45:09 p. m. 	1614 m			10 m	0:00:01	37 kph	93° true
Trackpoint	N6 13.083 W75 33.886	29/04/2024 12:45:10 p. m. 	1615 m			10 m	0:00:01	35 kph	102° true
Trackpoint	N6 13.082 W75 33.881	29/04/2024 12:45:11 p. m. 	1616 m			9 m	0:00:01	34 kph	105° true
Trackpoint	N6 13.079 W75 33.876	29/04/2024 12:45:12 p. m. 	1617 m			9 m	0:00:01	33 kph	120° true
Trackpoint	N6 13.076 W75 33.873	29/04/2024 12:45:13 p. m. 	1618 m			9 m	0:00:01	31 kph	133° true
Trackpoint	N6 13.072 W75 33.870	29/04/2024 12:45:14 p. m. 	1618 m			9 m	0:00:01	31 kph	144° true
Trackpoint	N6 13.069 W75 33.868	29/04/2024 12:45:15 p. m. 	1619 m			8 m	0:00:01	30 kph	148° true
Trackpoint	N6 13.065 W75 33.866	29/04/2024 12:45:16 p. m. 	1620 m			8 m	0:00:01	30 kph	155° true
Trackpoint	N6 13.060 W75 33.864	29/04/2024 12:45:17 p. m. 	1621 m			8 m	0:00:01	30 kph	157° true
Trackpoint	N6 13.056 W75 33.863	29/04/2024 12:45:18 p. m. 	1622 m			9 m	0:00:01	31 kph	166° true
Trackpoint	N6 13.051 W75 33.862	29/04/2024 12:45:19 p. m. 	1622 m			9 m	0:00:01	32 kph	167° true
Trackpoint	N6 13.046 W75 33.862	29/04/2024 12:45:20 p. m. 	1623 m			9 m	0:00:01	33 kph	179° true
Trackpoint	N6 13.041 W75 33.862	29/04/2024 12:45:21 p. m. 	1623 m			10 m	0:00:01	35 kph	184° true
Trackpoint	N6 13.036 W75 33.864	29/04/2024 12:45:22 p. m. 	1624 m			10 m	0:00:01	35 kph	193° true
Trackpoint	N6 13.031 W75 33.864	29/04/2024 12:45:23 p. m. 	1624 m			9 m	0:00:01	33 kph	182° true
Trackpoint	N6 13.026 W75 33.864	29/04/2024 12:45:24 p. m. 	1625 m			9 m	0:00:01	33 kph	185° true
Trackpoint	N6 13.021 W75 33.864	29/04/2024 12:45:25 p. m. 	1626 m			9 m	0:00:01	34 kph	180° true
Trackpoint	N6 13.016 W75 33.864	29/04/2024 12:45:26 p. m. 	1626 m			10 m	0:00:01	36 kph	183° true
Trackpoint	N6 13.010 W75 33.864	29/04/2024 12:45:27 p. m. 	1627 m			11 m	0:00:01	39 kph	174° true
Trackpoint	N6 13.004 W75 33.862	29/04/2024 12:45:28 p. m. 	1628 m			11 m	0:00:01	40 kph	159° true
Trackpoint	N6 12.999 W75 33.859	29/04/2024 12:45:29 p. m. 	1628 m			12 m	0:00:01	42 kph	154° true
Trackpoint	N6 12.993 W75 33.856	29/04/2024 12:45:30 p. m. 	1629 m			12 m	0:00:01	43 kph	154° true
Trackpoint	N6 12.988 W75 33.852	29/04/2024 12:45:31 p. m. 	1629 m			12 m	0:00:01	42 kph	138° true
Trackpoint	N6 12.983 W75 33.847	29/04/2024 12:45:32 p. m. 	1630 m			12 m	0:00:01	43 kph	137° true
Trackpoint	N6 12.979 W75 33.843	29/04/2024 12:45:33 p. m. 	1631 m			12 m	0:00:01	44 kph	133° true
Trackpoint	N6 12.974 W75 33.838	29/04/2024 12:45:34 p. m. 	1631 m			12 m	0:00:01	45 kph	136° true
Trackpoint	N6 12.969 W75 33.833	29/04/2024 12:45:35 p. m. 	1632 m			12 m	0:00:01	44 kph	135° true
Trackpoint	N6 12.965 W75 33.829	29/04/2024 12:45:36 p. m. 	1633 m			12 m	0:00:01	42 kph	140° true
Trackpoint	N6 12.961 W75 33.825	29/04/2024 12:45:37 p. m. 	1633 m			11 m	0:00:01	40 kph	133° true
Trackpoint	N6 12.957 W75 33.820	29/04/2024 12:45:38 p. m. 	1633 m			11 m	0:00:01	39 kph	129° true
Trackpoint	N6 12.953 W75 33.815	29/04/2024 12:45:39 p. m. 	1634 m			11 m	0:00:01	41 kph	126° true
Trackpoint	N6 12.949 W75 33.810	29/04/2024 12:45:40 p. m. 	1635 m			12 m	0:00:01	43 kph	128° true
Trackpoint	N6 12.946 W75 33.804	29/04/2024 12:45:41 p. m. 	1635 m			12 m	0:00:01	44 kph	119° true
Trackpoint	N6 12.943 W75 33.798	29/04/2024 12:45:42 p. m. 	1636 m			12 m	0:00:01	45 kph	115° true
Trackpoint	N6 12.941 W75 33.792	29/04/2024 12:45:43 p. m. 	1636 m			13 m	0:00:01	46 kph	112° true
Trackpoint	N6 12.938 W75 33.785	29/04/2024 12:45:44 p. m. 	1637 m			13 m	0:00:01	47 kph	112° true
Trackpoint	N6 12.936 W75 33.779	29/04/2024 12:45:45 p. m. 	1637 m			13 m	0:00:01	48 kph	109° true
Trackpoint	N6 12.934 W75 33.772	29/04/2024 12:45:46 p. m. 	1638 m			13 m	0:00:01	48 kph	107° true
Trackpoint	N6 12.932 W75 33.765	29/04/2024 12:45:47 p. m. 	1638 m			13 m	0:00:01	48 kph	107° true
Trackpoint	N6 12.930 W75 33.758	29/04/2024 12:45:48 p. m. 	1639 m			13 m	0:00:01	48 kph	105° true
Trackpoint	N6 12.928 W75 33.751	29/04/2024 12:45:49 p. m. 	1640 m			13 m	0:00:01	47 kph	104° true
Trackpoint	N6 12.926 W75 33.744	29/04/2024 12:45:50 p. m. 	1640 m			13 m	0:00:01	48 kph	105° true
Trackpoint	N6 12.924 W75 33.737	29/04/2024 12:45:51 p. m. 	1641 m			13 m	0:00:01	47 kph	104° true
Trackpoint	N6 12.922 W75 33.730	29/04/2024 12:45:52 p. m. 	1641 m			13 m	0:00:01	47 kph	106° true
Trackpoint	N6 12.921 W75 33.723	29/04/2024 12:45:53 p. m. 	1642 m			13 m	0:00:01	47 kph	103° true
Trackpoint	N6 12.919 W75 33.717	29/04/2024 12:45:54 p. m. 	1643 m			13 m	0:00:01	46 kph	107° true
Trackpoint	N6 12.917 W75 33.710	29/04/2024 12:45:55 p. m. 	1643 m			13 m	0:00:01	46 kph	103° true
Trackpoint	N6 12.916 W75 33.703	29/04/2024 12:45:56 p. m. 	1644 m			12 m	0:00:01	45 kph	100° true
Trackpoint	N6 12.915 W75 33.697	29/04/2024 12:45:57 p. m. 	1645 m			12 m	0:00:01	45 kph	101° true
Trackpoint	N6 12.913 W75 33.690	29/04/2024 12:45:58 p. m. 	1645 m			13 m	0:00:01	45 kph	105° true
Trackpoint	N6 12.912 W75 33.683	29/04/2024 12:45:59 p. m. 	1646 m			12 m	0:00:01	45 kph	102° true
Trackpoint	N6 12.910 W75 33.677	29/04/2024 12:46:00 p. m. 	1647 m			12 m	0:00:01	45 kph	104° true
Trackpoint	N6 12.909 W75 33.670	29/04/2024 12:46:01 p. m. 	1648 m			12 m	0:00:01	44 kph	102° true
Trackpoint	N6 12.908 W75 33.664	29/04/2024 12:46:02 p. m. 	1649 m			12 m	0:00:01	43 kph	98° true
Trackpoint	N6 12.907 W75 33.658	29/04/2024 12:46:03 p. m. 	1650 m			11 m	0:00:01	41 kph	100° true
Trackpoint	N6 12.905 W75 33.652	29/04/2024 12:46:04 p. m. 	1651 m			11 m	0:00:01	41 kph	101° true
Trackpoint	N6 12.905 W75 33.646	29/04/2024 12:46:05 p. m. 	1651 m			11 m	0:00:01	41 kph	99° true
Trackpoint	N6 12.903 W75 33.640	29/04/2024 12:46:06 p. m. 	1652 m			11 m	0:00:01	41 kph	105° true
Trackpoint	N6 12.902 W75 33.633	29/04/2024 12:46:07 p. m. 	1652 m			12 m	0:00:01	43 kph	102° true
Trackpoint	N6 12.901 W75 33.627	29/04/2024 12:46:08 p. m. 	1653 m			12 m	0:00:01	44 kph	99° true
Trackpoint	N6 12.899 W75 33.620	29/04/2024 12:46:09 p. m. 	1655 m			12 m	0:00:01	45 kph	102° true
Trackpoint	N6 12.898 W75 33.613	29/04/2024 12:46:10 p. m. 	1656 m			13 m	0:00:01	47 kph	101° true
Trackpoint	N6 12.896 W75 33.606	29/04/2024 12:46:11 p. m. 	1657 m			14 m	0:00:01	49 kph	101° true
Trackpoint	N6 12.895 W75 33.599	29/04/2024 12:46:12 p. m. 	1658 m			14 m	0:00:01	49 kph	101° true
Trackpoint	N6 12.893 W75 33.592	29/04/2024 12:46:13 p. m. 	1659 m			14 m	0:00:01	49 kph	103° true
Trackpoint	N6 12.892 W75 33.584	29/04/2024 12:46:14 p. m. 	1660 m			14 m	0:00:01	50 kph	101° true
Trackpoint	N6 12.890 W75 33.577	29/04/2024 12:46:15 p. m. 	1661 m			14 m	0:00:01	50 kph	103° true
Trackpoint	N6 12.889 W75 33.569	29/04/2024 12:46:16 p. m. 	1662 m			14 m	0:00:01	51 kph	101° true
Trackpoint	N6 12.887 W75 33.562	29/04/2024 12:46:17 p. m. 	1663 m			14 m	0:00:01	51 kph	102° true
Trackpoint	N6 12.885 W75 33.555	29/04/2024 12:46:18 p. m. 	1664 m			14 m	0:00:01	50 kph	104° true
Trackpoint	N6 12.883 W75 33.548	29/04/2024 12:46:19 p. m. 	1665 m			13 m	0:00:01	48 kph	104° true
Trackpoint	N6 12.882 W75 33.541	29/04/2024 12:46:20 p. m. 	1666 m			13 m	0:00:01	46 kph	104° true
Trackpoint	N6 12.880 W75 33.534	29/04/2024 12:46:21 p. m. 	1667 m			13 m	0:00:01	45 kph	102° true
Trackpoint	N6 12.879 W75 33.528	29/04/2024 12:46:22 p. m. 	1668 m			12 m	0:00:01	43 kph	105° true
Trackpoint	N6 12.877 W75 33.522	29/04/2024 12:46:23 p. m. 	1669 m			12 m	0:00:01	42 kph	103° true
Trackpoint	N6 12.876 W75 33.516	29/04/2024 12:46:24 p. m. 	1670 m			11 m	0:00:01	41 kph	101° true
Trackpoint	N6 12.875 W75 33.510	29/04/2024 12:46:25 p. m. 	1671 m			11 m	0:00:01	41 kph	100° true
Trackpoint	N6 12.874 W75 33.504	29/04/2024 12:46:26 p. m. 	1671 m			11 m	0:00:01	41 kph	101° true
Trackpoint	N6 12.873 W75 33.497	29/04/2024 12:46:27 p. m. 	1672 m			12 m	0:00:01	42 kph	103° true
Trackpoint	N6 12.871 W75 33.491	29/04/2024 12:46:28 p. m. 	1673 m			12 m	0:00:01	42 kph	103° true
Trackpoint	N6 12.870 W75 33.485	29/04/2024 12:46:29 p. m. 	1673 m			12 m	0:00:01	42 kph	104° true
Trackpoint	N6 12.869 W75 33.479	29/04/2024 12:46:30 p. m. 	1674 m			11 m	0:00:01	40 kph	98° true
Trackpoint	N6 12.869 W75 33.474	29/04/2024 12:46:31 p. m. 	1674 m			10 m	0:00:01	36 kph	95° true
Trackpoint	N6 12.869 W75 33.469	29/04/2024 12:46:32 p. m. 	1675 m			9 m	0:00:01	34 kph	85° true
Trackpoint	N6 12.871 W75 33.464	29/04/2024 12:46:34 p. m. 	1675 m			9 m	0:00:02	17 kph	71° true
Trackpoint	N6 12.873 W75 33.459	29/04/2024 12:46:35 p. m. 	1676 m			9 m	0:00:01	33 kph	63° true
Trackpoint	N6 12.876 W75 33.456	29/04/2024 12:46:36 p. m. 	1676 m			9 m	0:00:01	32 kph	52° true
Trackpoint	N6 12.879 W75 33.452	29/04/2024 12:46:37 p. m. 	1677 m			8 m	0:00:01	30 kph	45° true
Trackpoint	N6 12.881 W75 33.450	29/04/2024 12:46:38 p. m. 	1677 m			6 m	0:00:01	23 kph	56° true
Trackpoint	N6 12.882 W75 33.447	29/04/2024 12:46:39 p. m. 	1678 m			6 m	0:00:01	20 kph	77° true
Trackpoint	N6 12.882 W75 33.444	29/04/2024 12:46:40 p. m. 	1678 m			5 m	0:00:01	18 kph	85° true
Trackpoint	N6 12.880 W75 33.442	29/04/2024 12:46:41 p. m. 	1679 m			5 m	0:00:01	18 kph	127° true
Trackpoint	N6 12.877 W75 33.440	29/04/2024 12:46:42 p. m. 	1680 m			6 m	0:00:01	23 kph	153° true
Trackpoint	N6 12.873 W75 33.440	29/04/2024 12:46:43 p. m. 	1680 m			7 m	0:00:01	26 kph	172° true
Trackpoint	N6 12.870 W75 33.441	29/04/2024 12:46:44 p. m. 	1681 m			7 m	0:00:01	24 kph	211° true
Trackpoint	N6 12.868 W75 33.444	29/04/2024 12:46:45 p. m. 	1683 m			6 m	0:00:01	21 kph	226° true
Trackpoint	N6 12.867 W75 33.446	29/04/2024 12:46:46 p. m. 	1686 m			5 m	0:00:01	17 kph	256° true
Trackpoint	N6 12.868 W75 33.449	29/04/2024 12:46:47 p. m. 	1688 m			5 m	0:00:01	16 kph	283° true
Trackpoint	N6 12.870 W75 33.451	29/04/2024 12:46:48 p. m. 	1689 m			6 m	0:00:01	21 kph	308° true
Trackpoint	N6 12.873 W75 33.454	29/04/2024 12:46:49 p. m. 	1688 m			8 m	0:00:01	28 kph	313° true
Trackpoint	N6 12.877 W75 33.457	29/04/2024 12:46:50 p. m. 	1688 m			9 m	0:00:01	31 kph	325° true
Trackpoint	N6 12.881 W75 33.460	29/04/2024 12:46:51 p. m. 	1688 m			9 m	0:00:01	34 kph	328° true
Trackpoint	N6 12.886 W75 33.462	29/04/2024 12:46:52 p. m. 	1687 m			10 m	0:00:01	37 kph	329° true
Trackpoint	N6 12.891 W75 33.465	29/04/2024 12:46:53 p. m. 	1687 m			11 m	0:00:01	39 kph	333° true
Trackpoint	N6 12.896 W75 33.468	29/04/2024 12:46:54 p. m. 	1687 m			10 m	0:00:01	38 kph	333° true
Trackpoint	N6 12.902 W75 33.471	29/04/2024 12:46:55 p. m. 	1687 m			13 m	0:00:01	46 kph	332° true
Trackpoint	N6 12.908 W75 33.474	29/04/2024 12:46:56 p. m. 	1688 m			13 m	0:00:01	46 kph	334° true
Trackpoint	N6 12.914 W75 33.476	29/04/2024 12:46:57 p. m. 	1688 m			12 m	0:00:01	42 kph	344° true
Trackpoint	N6 12.919 W75 33.476	29/04/2024 12:46:58 p. m. 	1689 m			9 m	0:00:01	33 kph	357° true
