Number;Header;Position;Time;Altitude;Leg Length;Leg Time;Leg Speed;Leg Course
242;Trackpoint;N6 14.850 W75 34.520;29/04/2024 12:36;1474;11;0:00:01;38 kph;180ｰ true
243;Trackpoint;N6 14.846 W75 34.520;29/04/2024 12:36;1474;8;0:00:01;30 kph;179ｰ true
244;Trackpoint;N6 14.842 W75 34.520;29/04/2024 12:36;1474;7;0:00:01;24 kph;180ｰ true
245;Trackpoint;N6 14.838 W75 34.520;29/04/2024 12:36;1474;7;0:00:01;25 kph;184ｰ true
246;Trackpoint;N6 14.835 W75 34.520;29/04/2024 12:36;1474;7;0:00:01;25 kph;186ｰ true
247;Trackpoint;N6 14.831 W75 34.521;29/04/2024 12:36;1474;7;0:00:01;26 kph;184ｰ true
248;Trackpoint;N6 14.827 W75 34.521;29/04/2024 12:36;1474;7;0:00:01;24 kph;181ｰ true
249;Trackpoint;N6 14.824 W75 34.521;29/04/2024 12:36;1474;6;0:00:01;21 kph;188ｰ true
250;Trackpoint;N6 14.821 W75 34.522;29/04/2024 12:36;1475;6;0:00:01;22 kph;192ｰ true
251;Trackpoint;N6 14.817 W75 34.522;29/04/2024 12:36;1475;7;0:00:01;24 kph;189ｰ true
252;Trackpoint;N6 14.813 W75 34.524;29/04/2024 12:36;1475;8;0:00:01;29 kph;196ｰ true
253;Trackpoint;N6 14.809 W75 34.525;29/04/2024 12:36;1475;9;0:00:01;32 kph;198ｰ true
254;Trackpoint;N6 14.804 W75 34.528;29/04/2024 12:36;1476;10;0:00:01;35 kph;210ｰ true
255;Trackpoint;N6 14.800 W75 34.531;29/04/2024 12:36;1477;10;0:00:01;36 kph;222ｰ true
256;Trackpoint;N6 14.796 W75 34.535;29/04/2024 12:36;1478;10;0:00:01;36 kph;226ｰ true
257;Trackpoint;N6 14.793 W75 34.539;29/04/2024 12:36;1478;10;0:00:01;36 kph;226ｰ true
258;Trackpoint;N6 14.788 W75 34.542;29/04/2024 12:36;1479;10;0:00:01;37 kph;215ｰ true
259;Trackpoint;N6 14.783 W75 34.545;29/04/2024 12:37;1479;10;0:00:01;36 kph;205ｰ true
260;Trackpoint;N6 14.778 W75 34.546;29/04/2024 12:37;1479;10;0:00:01;35 kph;190ｰ true
261;Trackpoint;N6 14.773 W75 34.545;29/04/2024 12:37;1478;10;0:00:01;35 kph;175ｰ true
262;Trackpoint;N6 14.767 W75 34.543;29/04/2024 12:37;1478;10;0:00:01;37 kph;161ｰ true
263;Trackpoint;N6 14.762 W75 34.541;29/04/2024 12:37;1478;11;0:00:01;41 kph;155ｰ true
264;Trackpoint;N6 14.756 W75 34.538;29/04/2024 12:37;1478;12;0:00:01;42 kph;155ｰ true
265;Trackpoint;N6 14.751 W75 34.535;29/04/2024 12:37;1477;11;0:00:01;41 kph;154ｰ true
266;Trackpoint;N6 14.746 W75 34.533;29/04/2024 12:37;1477;10;0:00:01;37 kph;152ｰ true
267;Trackpoint;N6 14.741 W75 34.531;29/04/2024 12:37;1477;9;0:00:01;33 kph;153ｰ true
268;Trackpoint;N6 14.738 W75 34.528;29/04/2024 12:37;1477;8;0:00:01;27 kph;150ｰ true
269;Trackpoint;N6 14.735 W75 34.527;29/04/2024 12:37;1476;6;0:00:01;20 kph;152ｰ true
270;Trackpoint;N6 14.733 W75 34.526;29/04/2024 12:37;1476;4;0:00:01;15 kph;164ｰ true
271;Trackpoint;N6 14.731 W75 34.526;29/04/2024 12:37;1476;3;0:00:01;12 kph;156ｰ true
272;Trackpoint;N6 14.731 W75 34.525;29/04/2024 12:37;1476;2;0:00:01;6 kph;155ｰ true
273;Trackpoint;N6 14.731 W75 34.525;29/04/2024 12:37;1476;1;0:00:01;3 kph;56ｰ true
274;Trackpoint;N6 14.731 W75 34.526;29/04/2024 12:37;1476;1;0:00:01;4 kph;259ｰ true
275;Trackpoint;N6 14.731 W75 34.526;29/04/2024 12:37;1476;0;0:00:01;0.4 kph;270ｰ true
276;Trackpoint;N6 14.731 W75 34.525;29/04/2024 12:37;1476;0;0:00:01;2 kph;77ｰ true
277;Trackpoint;N6 14.730 W75 34.527;29/04/2024 12:37;1476;3;0:00:01;9 kph;258ｰ true
278;Trackpoint;N6 14.730 W75 34.527;29/04/2024 12:37;1476;0;0:00:01;0.4 kph;270ｰ true
279;Trackpoint;N6 14.730 W75 34.527;29/04/2024 12:37;1476;0;0:00:01;1.2 kph;270ｰ true
280;Trackpoint;N6 14.730 W75 34.527;29/04/2024 12:37;1476;0;0:00:01;0.8 kph;180ｰ true
281;Trackpoint;N6 14.728 W75 34.527;29/04/2024 12:37;1476;5;0:00:01;18 kph;180ｰ true
282;Trackpoint;N6 14.725 W75 34.527;29/04/2024 12:37;1476;5;0:00:01;18 kph;174ｰ true
283;Trackpoint;N6 14.722 W75 34.526;29/04/2024 12:37;1476;5;0:00:13;1.4 kph;174ｰ true
284;Trackpoint;N6 14.720 W75 34.526;29/04/2024 12:37;1476;5;0:00:01;18 kph;174ｰ true
285;Trackpoint;N6 14.715 W75 34.526;29/04/2024 12:37;1476;9;0:00:01;31 kph;180ｰ true
286;Trackpoint;N6 14.710 W75 34.526;29/04/2024 12:37;1476;9;0:00:01;34 kph;177ｰ true
287;Trackpoint;N6 14.704 W75 34.526;29/04/2024 12:37;1476;11;0:00:01;40 kph;181ｰ true
288;Trackpoint;N6 14.697 W75 34.526;29/04/2024 12:37;1476;13;0:00:01;45 kph;182ｰ true
289;Trackpoint;N6 14.690 W75 34.526;29/04/2024 12:37;1476;13;0:00:01;46 kph;181ｰ true
290;Trackpoint;N6 14.683 W75 34.526;29/04/2024 12:37;1477;13;0:00:01;47 kph;177ｰ true
291;Trackpoint;N6 14.676 W75 34.527;29/04/2024 12:37;1477;13;0:00:01;48 kph;186ｰ true
292;Trackpoint;N6 14.669 W75 34.527;29/04/2024 12:37;1477;14;0:00:01;49 kph;183ｰ true
293;Trackpoint;N6 14.661 W75 34.528;29/04/2024 12:37;1477;14;0:00:01;51 kph;185ｰ true
294;Trackpoint;N6 14.653 W75 34.528;29/04/2024 12:37;1477;14;0:00:01;52 kph;184ｰ true
295;Trackpoint;N6 14.645 W75 34.529;29/04/2024 12:37;1477;15;0:00:01;53 kph;183ｰ true
296;Trackpoint;N6 14.637 W75 34.529;29/04/2024 12:37;1478;15;0:00:01;54 kph;180ｰ true
297;Trackpoint;N6 14.629 W75 34.529;29/04/2024 12:37;1478;15;0:00:01;55 kph;183ｰ true
298;Trackpoint;N6 14.621 W75 34.529;29/04/2024 12:37;1478;15;0:00:01;56 kph;180ｰ true
299;Trackpoint;N6 14.612 W75 34.529;29/04/2024 12:37;1478;16;0:00:01;57 kph;178ｰ true
300;Trackpoint;N6 14.604 W75 34.529;29/04/2024 12:37;1478;16;0:00:01;57 kph;183ｰ true
301;Trackpoint;N6 14.595 W75 34.530;29/04/2024 12:37;1478;16;0:00:01;59 kph;182ｰ true
302;Trackpoint;N6 14.586 W75 34.530;29/04/2024 12:37;1478;16;0:00:01;59 kph;182ｰ true
303;Trackpoint;N6 14.577 W75 34.530;29/04/2024 12:37;1478;16;0:00:01;58 kph;180ｰ true
304;Trackpoint;N6 14.569 W75 34.530;29/04/2024 12:37;1478;15;0:00:01;55 kph;183ｰ true
305;Trackpoint;N6 14.561 W75 34.530;29/04/2024 12:37;1478;15;0:00:01;55 kph;182ｰ true
306;Trackpoint;N6 14.553 W75 34.531;29/04/2024 12:37;1478;15;0:00:01;55 kph;181ｰ true
307;Trackpoint;N6 14.545 W75 34.531;29/04/2024 12:38;1478;15;0:00:01;55 kph;181ｰ true
308;Trackpoint;N6 14.537 W75 34.531;29/04/2024 12:38;1478;15;0:00:01;53 kph;181ｰ true
309;Trackpoint;N6 14.529 W75 34.531;29/04/2024 12:38;1478;14;0:00:01;51 kph;179ｰ true
310;Trackpoint;N6 14.521 W75 34.531;29/04/2024 12:38;1478;14;0:00:01;50 kph;181ｰ true
311;Trackpoint;N6 14.514 W75 34.530;29/04/2024 12:38;1478;14;0:00:01;51 kph;177ｰ true
312;Trackpoint;N6 14.506 W75 34.530;29/04/2024 12:38;1478;14;0:00:01;51 kph;176ｰ true
313;Trackpoint;N6 14.499 W75 34.531;29/04/2024 12:38;1478;14;0:00:01;52 kph;185ｰ true
314;Trackpoint;N6 14.491 W75 34.531;29/04/2024 12:38;1479;14;0:00:01;50 kph;182ｰ true
315;Trackpoint;N6 14.483 W75 34.531;29/04/2024 12:38;1479;14;0:00:01;51 kph;181ｰ true
316;Trackpoint;N6 14.476 W75 34.531;29/04/2024 12:38;1479;14;0:00:01;51 kph;182ｰ true
317;Trackpoint;N6 14.468 W75 34.531;29/04/2024 12:38;1479;14;0:00:01;51 kph;181ｰ true
318;Trackpoint;N6 14.460 W75 34.532;29/04/2024 12:38;1479;14;0:00:01;52 kph;181ｰ true
319;Trackpoint;N6 14.453 W75 34.532;29/04/2024 12:38;1479;14;0:00:01;51 kph;181ｰ true
320;Trackpoint;N6 14.445 W75 34.532;29/04/2024 12:38;1479;14;0:00:01;50 kph;184ｰ true
321;Trackpoint;N6 14.438 W75 34.532;29/04/2024 12:38;1479;14;0:00:01;49 kph;180ｰ true
322;Trackpoint;N6 14.431 W75 34.532;29/04/2024 12:38;1479;13;0:00:01;46 kph;181ｰ true
323;Trackpoint;N6 14.425 W75 34.533;29/04/2024 12:38;1479;11;0:00:01;41 kph;183ｰ true
324;Trackpoint;N6 14.419 W75 34.533;29/04/2024 12:38;1479;10;0:00:01;36 kph;182ｰ true
325;Trackpoint;N6 14.414 W75 34.534;29/04/2024 12:38;1480;9;0:00:01;33 kph;188ｰ true
326;Trackpoint;N6 14.410 W75 34.536;29/04/2024 12:38;1480;9;0:00:01;32 kph;202ｰ true
327;Trackpoint;N6 14.406 W75 34.538;29/04/2024 12:38;1480;8;0:00:01;30 kph;208ｰ true
328;Trackpoint;N6 14.403 W75 34.540;29/04/2024 12:38;1480;8;0:00:01;28 kph;212ｰ true
329;Trackpoint;N6 14.399 W75 34.542;29/04/2024 12:38;1480;7;0:00:01;25 kph;210ｰ true
330;Trackpoint;N6 14.396 W75 34.544;29/04/2024 12:38;1480;7;0:00:01;25 kph;219ｰ true
331;Trackpoint;N6 14.394 W75 34.547;29/04/2024 12:38;1480;7;0:00:01;25 kph;227ｰ true
332;Trackpoint;N6 14.392 W75 34.550;29/04/2024 12:38;1481;8;0:00:01;28 kph;237ｰ true
333;Trackpoint;N6 14.389 W75 34.554;29/04/2024 12:38;1481;8;0:00:01;30 kph;235ｰ true
334;Trackpoint;N6 14.386 W75 34.558;29/04/2024 12:38;1481;8;0:00:01;30 kph;234ｰ true
335;Trackpoint;N6 14.383 W75 34.561;29/04/2024 12:38;1481;8;0:00:01;27 kph;224ｰ true
336;Trackpoint;N6 14.380 W75 34.563;29/04/2024 12:38;1481;8;0:00:01;28 kph;213ｰ true
337;Trackpoint;N6 14.375 W75 34.563;29/04/2024 12:38;1482;9;0:00:01;31 kph;186ｰ true
338;Trackpoint;N6 14.370 W75 34.563;29/04/2024 12:38;1481;9;0:00:01;34 kph;171ｰ true
339;Trackpoint;N6 14.365 W75 34.561;29/04/2024 12:38;1481;10;0:00:01;37 kph;165ｰ true
340;Trackpoint;N6 14.360 W75 34.560;29/04/2024 12:38;1481;10;0:00:01;35 kph;164ｰ true
341;Trackpoint;N6 14.356 W75 34.557;29/04/2024 12:38;1481;9;0:00:01;33 kph;151ｰ true
342;Trackpoint;N6 14.351 W75 34.555;29/04/2024 12:38;1481;9;0:00:01;33 kph;150ｰ true
343;Trackpoint;N6 14.347 W75 34.552;29/04/2024 12:38;1481;10;0:00:01;35 kph;149ｰ true
344;Trackpoint;N6 14.343 W75 34.549;29/04/2024 12:38;1481;8;0:00:01;30 kph;139ｰ true
345;Trackpoint;N6 14.341 W75 34.546;29/04/2024 12:38;1481;8;0:00:01;28 kph;129ｰ true
346;Trackpoint;N6 14.339 W75 34.543;29/04/2024 12:38;1481;7;0:00:01;25 kph;123ｰ true
347;Trackpoint;N6 14.337 W75 34.540;29/04/2024 12:38;1481;6;0:00:01;22 kph;119ｰ true
348;Trackpoint;N6 14.336 W75 34.537;29/04/2024 12:38;1481;5;0:00:01;19 kph;112ｰ true
349;Trackpoint;N6 14.335 W75 34.535;29/04/2024 12:38;1481;4;0:00:01;14 kph;110ｰ true
350;Trackpoint;N6 14.335 W75 34.534;29/04/2024 12:38;1481;2;0:00:01;8 kph;102ｰ true
351;Trackpoint;N6 14.335 W75 34.533;29/04/2024 12:38;1481;1;0:00:01;5 kph;59ｰ true
352;Trackpoint;N6 14.335 W75 34.533;29/04/2024 12:38;1481;0;0:00:01;0.8 kph;90ｰ true
353;Trackpoint;N6 14.336 W75 34.533;29/04/2024 12:38;1481;0;0:00:01;1.1 kph;315ｰ true
354;Trackpoint;N6 14.335 W75 34.533;29/04/2024 12:38;1481;0;0:00:01;0.6 kph;135ｰ true
355;Trackpoint;N6 14.336 W75 34.533;29/04/2024 12:38;1481;1;0:00:01;2 kph;79ｰ true
356;Trackpoint;N6 14.335 W75 34.533;29/04/2024 12:38;1481;1;0:00:01;2 kph;112ｰ true
357;Trackpoint;N6 14.335 W75 34.532;29/04/2024 12:38;1481;1;0:00:01;2 kph;90ｰ true
358;Trackpoint;N6 14.336 W75 34.532;29/04/2024 12:38;1481;2;0:00:01;6 kph;48ｰ true
359;Trackpoint;N6 14.337 W75 34.529;29/04/2024 12:38;1481;5;0:00:01;19 kph;74ｰ true
360;Trackpoint;N6 14.337 W75 34.527;29/04/2024 12:38;1481;2;0:00:01;9 kph;77ｰ true
361;Trackpoint;N6 14.338 W75 34.524;29/04/2024 12:38;1480;7;0:00:01;27 kph;77ｰ true
362;Trackpoint;N6 14.340 W75 34.520;29/04/2024 12:38;1480;8;0:00:01;28 kph;68ｰ true
363;Trackpoint;N6 14.341 W75 34.515;29/04/2024 12:38;1481;9;0:00:01;31 kph;67ｰ true
364;Trackpoint;N6 14.343 W75 34.511;29/04/2024 12:38;1481;9;0:00:01;33 kph;69ｰ true
365;Trackpoint;N6 14.345 W75 34.506;29/04/2024 12:38;1481;10;0:00:01;35 kph;73ｰ true
366;Trackpoint;N6 14.346 W75 34.501;29/04/2024 12:38;1481;10;0:00:01;35 kph;75ｰ true
367;Trackpoint;N6 14.346 W75 34.496;29/04/2024 12:39;1482;9;0:00:01;33 kph;86ｰ true
368;Trackpoint;N6 14.345 W75 34.491;29/04/2024 12:39;1482;9;0:00:01;33 kph;101ｰ true
369;Trackpoint;N6 14.344 W75 34.486;29/04/2024 12:39;1482;9;0:00:01;31 kph;107ｰ true
370;Trackpoint;N6 14.343 W75 34.483;29/04/2024 12:39;1482;7;0:00:01;25 kph;106ｰ true
371;Trackpoint;N6 14.342 W75 34.480;29/04/2024 12:39;1482;6;0:00:01;20 kph;111ｰ true
372;Trackpoint;N6 14.340 W75 34.478;29/04/2024 12:39;1482;5;0:00:01;19 kph;125ｰ true
373;Trackpoint;N6 14.339 W75 34.475;29/04/2024 12:39;1482;6;0:00:01;21 kph;115ｰ true
374;Trackpoint;N6 14.338 W75 34.472;29/04/2024 12:39;1482;6;0:00:01;21 kph;109ｰ true
375;Trackpoint;N6 14.336 W75 34.469;29/04/2024 12:39;1482;6;0:00:01;22 kph;120ｰ true
376;Trackpoint;N6 14.335 W75 34.466;29/04/2024 12:39;1482;6;0:00:01;23 kph;107ｰ true
377;Trackpoint;N6 14.334 W75 34.462;29/04/2024 12:39;1482;7;0:00:01;24 kph;117ｰ true
378;Trackpoint;N6 14.332 W75 34.458;29/04/2024 12:39;1482;9;0:00:01;33 kph;111ｰ true
379;Trackpoint;N6 14.330 W75 34.453;29/04/2024 12:39;1482;10;0:00:01;37 kph;115ｰ true
380;Trackpoint;N6 14.327 W75 34.448;29/04/2024 12:39;1482;10;0:00:01;35 kph;116ｰ true
381;Trackpoint;N6 14.325 W75 34.443;29/04/2024 12:39;1482;9;0:00:01;33 kph;117ｰ true
382;Trackpoint;N6 14.323 W75 34.440;29/04/2024 12:39;1482;8;0:00:01;27 kph;115ｰ true
383;Trackpoint;N6 14.322 W75 34.436;29/04/2024 12:39;1482;6;0:00:01;22 kph;106ｰ true
384;Trackpoint;N6 14.321 W75 34.433;29/04/2024 12:39;1482;8;0:00:01;27 kph;107ｰ true
385;Trackpoint;N6 14.320 W75 34.428;29/04/2024 12:39;1482;8;0:00:01;28 kph;106ｰ true
386;Trackpoint;N6 14.319 W75 34.424;29/04/2024 12:39;1482;8;0:00:01;29 kph;109ｰ true
387;Trackpoint;N6 14.317 W75 34.420;29/04/2024 12:39;1482;8;0:00:01;30 kph;109ｰ true
388;Trackpoint;N6 14.315 W75 34.416;29/04/2024 12:39;1482;9;0:00:01;31 kph;113ｰ true
389;Trackpoint;N6 14.313 W75 34.411;29/04/2024 12:39;1482;10;0:00:01;35 kph;113ｰ true
390;Trackpoint;N6 14.311 W75 34.407;29/04/2024 12:39;1482;8;0:00:01;31 kph;114ｰ true
391;Trackpoint;N6 14.310 W75 34.402;29/04/2024 12:39;1482;9;0:00:01;31 kph;111ｰ true
392;Trackpoint;N6 14.308 W75 34.398;29/04/2024 12:39;1482;9;0:00:01;33 kph;113ｰ true
393;Trackpoint;N6 14.306 W75 34.394;29/04/2024 12:39;1482;8;0:00:01;29 kph;114ｰ true
394;Trackpoint;N6 14.305 W75 34.391;29/04/2024 12:39;1482;6;0:00:02;11 kph;117ｰ true
395;Trackpoint;N6 14.304 W75 34.389;29/04/2024 12:39;1483;3;0:00:01;12 kph;113ｰ true
396;Trackpoint;N6 14.303 W75 34.388;29/04/2024 12:39;1483;3;0:00:01;11 kph;114ｰ true
397;Trackpoint;N6 14.303 W75 34.387;29/04/2024 12:39;1483;1;0:00:01;5 kph;109ｰ true
398;Trackpoint;N6 14.303 W75 34.386;29/04/2024 12:39;1483;1;0:00:01;4 kph;90ｰ true
399;Trackpoint;N6 14.303 W75 34.385;29/04/2024 12:39;1483;2;0:00:01;8 kph;101ｰ true
400;Trackpoint;N6 14.302 W75 34.383;29/04/2024 12:39;1483;4;0:00:01;15 kph;109ｰ true
401;Trackpoint;N6 14.301 W75 34.381;29/04/2024 12:39;1483;4;0:00:01;15 kph;114ｰ true
402;Trackpoint;N6 14.299 W75 34.379;29/04/2024 12:39;1483;5;0:00:01;19 kph;128ｰ true
403;Trackpoint;N6 14.299 W75 34.377;29/04/2024 12:39;1483;4;0:00:01;14 kph;113ｰ true
404;Trackpoint;N6 14.297 W75 34.374;29/04/2024 12:39;1483;6;0:00:01;21 kph;112ｰ true
405;Trackpoint;N6 14.296 W75 34.372;29/04/2024 12:39;1483;5;0:00:01;18 kph;117ｰ true
406;Trackpoint;N6 14.296 W75 34.370;29/04/2024 12:39;1483;2;0:00:01;9 kph;120ｰ true
407;Trackpoint;N6 14.295 W75 34.369;29/04/2024 12:39;1483;2;0:00:01;8 kph;108ｰ true
408;Trackpoint;N6 14.295 W75 34.369;29/04/2024 12:39;1483;1;0:00:01;5 kph;147ｰ true
409;Trackpoint;N6 14.294 W75 34.368;29/04/2024 12:39;1483;1;0:00:01;3 kph;111ｰ true
410;Trackpoint;N6 14.294 W75 34.368;29/04/2024 12:39;1483;1;0:00:01;2 kph;135ｰ true
411;Trackpoint;N6 14.294 W75 34.367;29/04/2024 12:39;1483;2;0:00:01;6 kph;122ｰ true
412;Trackpoint;N6 14.293 W75 34.366;29/04/2024 12:39;1483;2;0:00:01;7 kph;112ｰ true
413;Trackpoint;N6 14.293 W75 34.366;29/04/2024 12:39;1483;2;0:00:01;6 kph;122ｰ true
414;Trackpoint;N6 14.292 W75 34.365;29/04/2024 12:39;1483;2;0:00:01;6 kph;125ｰ true
415;Trackpoint;N6 14.292 W75 34.364;29/04/2024 12:39;1483;2;0:00:01;6 kph;122ｰ true
416;Trackpoint;N6 14.291 W75 34.363;29/04/2024 12:39;1483;2;0:00:01;6 kph;125ｰ true
417;Trackpoint;N6 14.291 W75 34.362;29/04/2024 12:39;1483;2;0:00:01;6 kph;125ｰ true
418;Trackpoint;N6 14.290 W75 34.362;29/04/2024 12:39;1483;2;0:00:01;6 kph;122ｰ true
419;Trackpoint;N6 14.290 W75 34.361;29/04/2024 12:39;1483;2;0:00:01;6 kph;125ｰ true
420;Trackpoint;N6 14.289 W75 34.360;29/04/2024 12:40;1483;2;0:00:40;0.2 kph;123ｰ true
421;Trackpoint;N6 14.289 W75 34.359;29/04/2024 12:40;1483;2;0:00:01;6 kph;122ｰ true
422;Trackpoint;N6 14.287 W75 34.357;29/04/2024 12:40;1483;4;0:00:01;16 kph;119ｰ true
423;Trackpoint;N6 14.286 W75 34.354;29/04/2024 12:40;1482;6;0:00:01;21 kph;113ｰ true
424;Trackpoint;N6 14.285 W75 34.352;29/04/2024 12:40;1482;5;0:00:01;18 kph;117ｰ true
425;Trackpoint;N6 14.284 W75 34.350;29/04/2024 12:40;1483;4;0:00:01;15 kph;110ｰ true
426;Trackpoint;N6 14.284 W75 34.348;29/04/2024 12:40;1483;3;0:00:01;12 kph;102ｰ true
427;Trackpoint;N6 14.284 W75 34.347;29/04/2024 12:40;1483;1;0:00:01;4 kph;100ｰ true
428;Trackpoint;N6 14.283 W75 34.345;29/04/2024 12:40;1483;4;0:00:01;15 kph;104ｰ true
429;Trackpoint;N6 14.283 W75 34.344;29/04/2024 12:40;1483;2;0:00:01;6 kph;115ｰ true
430;Trackpoint;N6 14.282 W75 34.342;29/04/2024 12:40;1483;5;0:00:01;17 kph;118ｰ true
431;Trackpoint;N6 14.280 W75 34.338;29/04/2024 12:40;1483;7;0:00:01;26 kph;109ｰ true
432;Trackpoint;N6 14.279 W75 34.335;29/04/2024 12:40;1483;6;0:00:01;21 kph;109ｰ true
433;Trackpoint;N6 14.278 W75 34.332;29/04/2024 12:40;1483;7;0:00:01;27 kph;115ｰ true
434;Trackpoint;N6 14.277 W75 34.329;29/04/2024 12:40;1483;5;0:00:01;19 kph;107ｰ true
435;Trackpoint;N6 14.274 W75 34.326;29/04/2024 12:40;1483;7;0:00:01;23 kph;137ｰ true
436;Trackpoint;N6 14.272 W75 34.323;29/04/2024 12:40;1483;7;0:00:01;27 kph;116ｰ true
437;Trackpoint;N6 14.270 W75 34.319;29/04/2024 12:40;1483;9;0:00:01;32 kph;115ｰ true
438;Trackpoint;N6 14.269 W75 34.314;29/04/2024 12:40;1483;9;0:00:01;32 kph;111ｰ true
439;Trackpoint;N6 14.267 W75 34.310;29/04/2024 12:40;1483;8;0:00:01;30 kph;109ｰ true
440;Trackpoint;N6 14.266 W75 34.307;29/04/2024 12:40;1483;5;0:00:01;17 kph;113ｰ true
441;Trackpoint;N6 14.266 W75 34.306;29/04/2024 12:40;1483;2;0:00:01;7 kph;108ｰ true
442;Trackpoint;N6 14.266 W75 34.306;29/04/2024 12:40;1483;1;0:00:01;2 kph;22ｰ true
443;Trackpoint;N6 14.266 W75 34.305;29/04/2024 12:40;1483;2;0:00:01;7 kph;115ｰ true
444;Trackpoint;N6 14.265 W75 34.303;29/04/2024 12:40;1483;4;0:00:01;13 kph;100ｰ true
445;Trackpoint;N6 14.265 W75 34.301;29/04/2024 12:40;1483;5;0:00:01;17 kph;103ｰ true
446;Trackpoint;N6 14.264 W75 34.298;29/04/2024 12:40;1483;6;0:00:01;21 kph;108ｰ true
447;Trackpoint;N6 14.263 W75 34.294;29/04/2024 12:41;1483;7;0:00:01;25 kph;112ｰ true
448;Trackpoint;N6 14.261 W75 34.291;29/04/2024 12:41;1483;8;0:00:01;28 kph;113ｰ true
449;Trackpoint;N6 14.259 W75 34.286;29/04/2024 12:41;1483;9;0:00:01;32 kph;117ｰ true
450;Trackpoint;N6 14.257 W75 34.282;29/04/2024 12:41;1483;8;0:00:01;30 kph;112ｰ true
451;Trackpoint;N6 14.254 W75 34.278;29/04/2024 12:41;1483;9;0:00:01;34 kph;122ｰ true
452;Trackpoint;N6 14.252 W75 34.274;29/04/2024 12:41;1483;9;0:00:01;31 kph;116ｰ true
453;Trackpoint;N6 14.251 W75 34.270;29/04/2024 12:41;1484;7;0:00:01;27 kph;115ｰ true
454;Trackpoint;N6 14.249 W75 34.266;29/04/2024 12:41;1484;8;0:00:01;29 kph;114ｰ true
455;Trackpoint;N6 14.247 W75 34.262;29/04/2024 12:41;1484;8;0:00:01;29 kph;113ｰ true
456;Trackpoint;N6 14.245 W75 34.257;29/04/2024 12:41;1484;10;0:00:01;35 kph;113ｰ true
457;Trackpoint;N6 14.243 W75 34.252;29/04/2024 12:41;1484;10;0:00:01;37 kph;111ｰ true
458;Trackpoint;N6 14.241 W75 34.246;29/04/2024 12:41;1484;11;0:00:01;38 kph;112ｰ true
459;Trackpoint;N6 14.239 W75 34.241;29/04/2024 12:41;1484;11;0:00:01;39 kph;108ｰ true
460;Trackpoint;N6 14.238 W75 34.236;29/04/2024 12:41;1484;10;0:00:01;37 kph;109ｰ true
461;Trackpoint;N6 14.236 W75 34.230;29/04/2024 12:41;1484;11;0:00:01;40 kph;103ｰ true
462;Trackpoint;N6 14.235 W75 34.224;29/04/2024 12:41;1485;11;0:00:01;41 kph;100ｰ true
463;Trackpoint;N6 14.234 W75 34.218;29/04/2024 12:41;1485;11;0:00:01;38 kph;102ｰ true
464;Trackpoint;N6 14.233 W75 34.213;29/04/2024 12:41;1485;10;0:00:01;37 kph;102ｰ true
465;Trackpoint;N6 14.232 W75 34.208;29/04/2024 12:41;1485;10;0:00:01;35 kph;105ｰ true
466;Trackpoint;N6 14.230 W75 34.203;29/04/2024 12:41;1485;10;0:00:01;34 kph;103ｰ true
467;Trackpoint;N6 14.229 W75 34.198;29/04/2024 12:41;1485;9;0:00:01;31 kph;106ｰ true
468;Trackpoint;N6 14.227 W75 34.194;29/04/2024 12:41;1486;8;0:00:01;29 kph;114ｰ true
469;Trackpoint;N6 14.226 W75 34.190;29/04/2024 12:41;1486;8;0:00:01;28 kph;116ｰ true
470;Trackpoint;N6 14.224 W75 34.186;29/04/2024 12:41;1486;8;0:00:01;29 kph;117ｰ true
471;Trackpoint;N6 14.221 W75 34.182;29/04/2024 12:41;1486;8;0:00:01;30 kph;119ｰ true
472;Trackpoint;N6 14.219 W75 34.178;29/04/2024 12:41;1486;9;0:00:01;33 kph;118ｰ true
473;Trackpoint;N6 14.217 W75 34.173;29/04/2024 12:41;1486;10;0:00:01;36 kph;112ｰ true
474;Trackpoint;N6 14.215 W75 34.168;29/04/2024 12:41;1486;10;0:00:01;35 kph;117ｰ true
475;Trackpoint;N6 14.212 W75 34.163;29/04/2024 12:41;1487;10;0:00:01;36 kph;117ｰ true
476;Trackpoint;N6 14.210 W75 34.159;29/04/2024 12:41;1487;10;0:00:01;36 kph;117ｰ true
477;Trackpoint;N6 14.207 W75 34.154;29/04/2024 12:41;1487;10;0:00:01;37 kph;117ｰ true
478;Trackpoint;N6 14.205 W75 34.149;29/04/2024 12:41;1488;10;0:00:01;36 kph;115ｰ true
479;Trackpoint;N6 14.203 W75 34.144;29/04/2024 12:41;1488;10;0:00:01;35 kph;116ｰ true
480;Trackpoint;N6 14.200 W75 34.139;29/04/2024 12:41;1488;10;0:00:01;35 kph;117ｰ true
481;Trackpoint;N6 14.198 W75 34.135;29/04/2024 12:41;1489;10;0:00:01;36 kph;119ｰ true
482;Trackpoint;N6 14.195 W75 34.130;29/04/2024 12:41;1489;10;0:00:01;36 kph;121ｰ true
483;Trackpoint;N6 14.192 W75 34.126;29/04/2024 12:41;1490;9;0:00:01;33 kph;130ｰ true
484;Trackpoint;N6 14.188 W75 34.123;29/04/2024 12:41;1490;9;0:00:01;33 kph;137ｰ true
485;Trackpoint;N6 14.184 W75 34.119;29/04/2024 12:41;1491;9;0:00:01;34 kph;136ｰ true
